row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm (Đã điều chỉnh lại – Thuyết minh số 33),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm (Đã điều chỉnh lại – Thuyết minh số 33)
100,100,100,A. TÀI SẢN NGÂN HẠN,,2.710.894.816.095,3.397.250.667.278,,,2710894816095.0,3397250667278.0
110,110,110,I. Tiền và các khoản tương đương tiền,4,111.535.899.520,7.979.549.331,,4.0,111535899520.0,7979549331.0
111,111,111,1. Tiền,,111.535.899.520,7.929.124.350,,,111535899520.0,7929124350.0
112,112,112,2. Các khoản tương đương tiền,,-,50.424.981,,,,50424981.0
120,120,120,II. Đầu tư tài chính ngắn hạn,5,752.831.791,125.062.930.061,,5.0,752831791.0,125062930061.0
123,123,123,1. Đầu tư nằm giữ đến ngày đáo hạn,,752.831.791,125.062.930.061,,,752831791.0,125062930061.0
130,130,130,III. Các khoản phải thu ngắn hạn,,755.271.422.269,820.367.417.603,,,755271422269.0,820367417603.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,790.877.710.666,860.791.634.759,,6.0,790877710666.0,860791634759.0
132,132,132,2. Trả trước cho người bán ngắn hạn,6,78.475.444.126,58.770.589.467,,6.0,78475444126.0,58770589467.0
135,135,135,3. Phải thu về cho vay ngắn hạn,7,21.753.584.688,17.578.156.923,,7.0,21753584688.0,17578156923.0
136,136,136,4. Phải thu ngắn hạn khác,8,43.020.946.377,127.261.215.075,,8.0,43020946377.0,127261215075.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"6,7,8",(178.856.263.588),(244.034.178.621),,,-178856263588.0,-244034178621.0
140,140,140,IV. Hàng tồn kho,10,1.783.971.483.501,2.416.044.597.548,,10.0,1783971483501.0,2416044597548.0
141,141,141,1. Hàng tồn kho,,1.863.821.793.120,2.473.992.130.088,,,1863821793120.0,2473992130088.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(79.850.309.619),(57.947.532.540),,,-79850309619.0,-57947532540.0
150,150,150,V. Tài sản ngắn hạn khác,,59.363.179.014,27.796.172.735,,,59363179014.0,27796172735.0
151,151,151,1. Chi phí trả trước ngắn hạn,14,4.108.238.732,1.945.979.126,,14.0,4108238732.0,1945979126.0
152,152,152,2. Thuế GTGT được khấu trừ,17,52.770.350.089,24.359.386.958,,17.0,52770350089.0,24359386958.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,17,2.484.590.193,1.490.806.651,,17.0,2484590193.0,1490806651.0
200,200,200,B. TÀI SẢN DÀI HẠN,,874.221.187.107,849.417.577.453,,,874221187107.0,849417577453.0
210,210,210,I. Các khoản phải thu dài hạn,,35.411.679.296,45.176.010.672,,,35411679296.0,45176010672.0
212,212,212,1. Trả trước cho người bán dài hạn,6,669.883.784,26.535.048.589,,6.0,669883784.0,26535048589.0
215,215,215,2. Phải thu về cho vay dài hạn,7,34.491.840.000,28.920.848.000,,7.0,34491840000.0,28920848000.0
216,216,216,3. Phải thu dài hạn khác,8,919.839.296,979.839.296,,8.0,919839296.0,979839296.0
219,219,219,4. Dự phòng phải thu dài hạn khó đòi,6,(669.883.784),(11.259.725.213),,6.0,-669883784.0,-11259725213.0
220,220,220,II. Tài sản cố định,,497.765.937.222,493.232.563.190,,,497765937222.0,493232563190.0
221,221,221,1. Tài sản cố định hữu hình,11,483.373.614.984,477.843.676.292,,11.0,483373614984.0,477843676292.0
222,222,222,Nguyên giá,,737.704.830.920,700.455.463.928,,,737704830920.0,700455463928.0
223,223,223,Giá trị khấu hao lũy kế,,(254.331.215.936),(222.611.787.636),,,-254331215936.0,-222611787636.0
227,227,227,2. Tài sản cố định vô hình,12,14.392.322.238,15.388.886.898,,12.0,14392322238.0,15388886898.0
228,228,228,Nguyên giá,,25.311.531.294,25.117.729.374,,,25311531294.0,25117729374.0
229,229,229,Giá trị hao mòn lũy kế,,(10.919.209.056),(9.728.842.476),,,-10919209056.0,-9728842476.0
240,240,240,III. Tài sản dở dang dài hạn,,56.359.432.690,24.307.269.510,,,56359432690.0,24307269510.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,13,56.359.432.690,24.307.269.510,,13.0,56359432690.0,24307269510.0
250,250,250,IV. Đầu tư tài chính dài hạn,15,190.262.545.946,194.151.688.578,,15.0,190262545946.0,194151688578.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,189.982.761.180,193.871.903.812,,,189982761180.0,193871903812.0
253,253,253,2. Đầu tư góp vốn vào đơn vị khác,,279.784.766,279.784.766,,,279784766.0,279784766.0
260,260,260,V. Tài sản dài hạn khác,,94.421.591.953,92.550.045.503,,,94421591953.0,92550045503.0
261,261,261,1. Chi phí trả trước dài hạn,14,94.421.591.953,92.550.045.503,,14.0,94421591953.0,92550045503.0
270,270,270,TỔNG CỘNG TÀI SẢN,,3.585.116.003.202,4.246.668.244.731,,,3585116003202.0,4246668244731.0
