row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước(Dã điều chỉnh lại – Thuyết minh số 33),numeric__Năm nay,numeric__VNDNăm trước(Dã điều chỉnh lại – Thuyết minh số 33)
"Hao hụt, mất mát hàng tồn kho (*)","Hao hụt, mất mát hàng tồn kho (*)","Hao hụt, mất mát hàng tồn kho (*)",1.051.920.195.381,-,1051920195381.0,
"Giá vốn nguyên liệu, thành phẩm, và hàng hóa","Giá vốn nguyên liệu, thành phẩm, và hàng hóa","Giá vốn nguyên liệu, thành phẩm, và hàng hóa",347.255.980.707,2.319.217.327.037,347255980707.0,2319217327037.0
Giá vốn các hợp đồng thi công công trình,Giá vốn các hợp đồng thi công công trình,Giá vốn các hợp đồng thi công công trình,174.976.646.598,126.998.373.075,174976646598.0,126998373075.0
Giá vốn dịch vụ cung cấp,Giá vốn dịch vụ cung cấp,Giá vốn dịch vụ cung cấp,11.829.010.630,30.827.500.777,11829010630.0,30827500777.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,22.988.644.454,36.012.880.959,22988644454.0,36012880959.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.608.970.477.770,2.513.056.081.848,1608970477770.0,2513056081848.0
