row_label_raw,row_label_full,col_0,VND,VND_1,numeric__VND,numeric__VND_1
,,,Số cuối năm,Số đầu năm(Đã điều chỉnh lại –Thuyết minh số 33),,
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 30),Ngắn hạn > Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 30),Phải thu ngắn hạn khác từ các bên liên quan(Thuyết minh số 30),1.135.587.055,796.716.870,1135587055.0,796716870.0
Lãi cho vay và lãi tiền gửi ngân hàng,Ngắn hạn > Lãi cho vay và lãi tiền gửi ngân hàng,Lãi cho vay và lãi tiền gửi ngân hàng,593.924.371,612.284.928,593924371.0,612284928.0
Tạm ứng cho nhân viên,Ngắn hạn > Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,5.005.671.569,11.863.695.756,5005671569.0,11863695756.0
Cho vay không lãi suất,Ngắn hạn > Cho vay không lãi suất,Cho vay không lãi suất,22.706.446.158,104.182.784.352,22706446158.0,104182784352.0
- Công ty TNHH Xây dựng & Thương mạiTấn Phát,Ngắn hạn > - Công ty TNHH Xây dựng & Thương mạiTấn Phát,- Công ty TNHH Xây dựng & Thương mạiTấn Phát,19.180.000.000,23.417.675.770,19180000000.0,23417675770.0
- Công ty TNHH Thương mại và Dịch vụLâm nghiệp Minh Hoàng,Ngắn hạn > - Công ty TNHH Thương mại và Dịch vụLâm nghiệp Minh Hoàng,- Công ty TNHH Thương mại và Dịch vụLâm nghiệp Minh Hoàng,-,37.550.000.000,,37550000000.0
- Công ty TNHH Tịnh Tiến Đắk Nông,Ngắn hạn > - Công ty TNHH Tịnh Tiến Đắk Nông,- Công ty TNHH Tịnh Tiến Đắk Nông,-,22.430.000.000,,22430000000.0
- Khác,Ngắn hạn > - Khác,- Khác,3.526.446.158,20.785.108.582,3526446158.0,20785108582.0
Ký quỹ,Ngắn hạn > Ký quỹ,Ký quỹ,143.899.025,2.295.230.227,143899025.0,2295230227.0
Khác,Ngắn hạn > Khác,Khác,13.435.418.199,7.510.502.942,13435418199.0,7510502942.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,43.020.946.377,127.261.215.075,43020946377.0,127261215075.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Khác,Dài hạn > Khác,Khác,919.839.296,979.839.296,919839296.0,979839296.0
Dự phòng các khoản phải thu khác khó đòiTrong đó:,Dài hạn > Dự phòng các khoản phải thu khác khó đòiTrong đó:,Dự phòng các khoản phải thu khác khó đòiTrong đó:,(11.738.805.781),(8.229.042.760),-11738805781.0,-8229042760.0
Ngắn hạn,Dài hạn > Ngắn hạn,Ngắn hạn,(11.738.805.781),(8.229.042.760),-11738805781.0,-8229042760.0
