row_label_raw,row_label_full,Bên cho vay > Công ty Cổ phần,Số dư cuối năm > VND > 800.000.000.000,Số dư đầu năm > VND > -,Ngày đáo hạn > 22-07-2023,"Lãi suất > (%/năm) > Lãi suất cố định10%/năm, trả lãi vàocuối thời hạn khoảnvay",Mục đích vay > Bổ sung nguồn vốn kinhdoanh,Tài sản đảm bảo > Không có tài sản đảm bảo,numeric__Số dư cuối năm > VND > 800.000.000.000,numeric__Số dư đầu năm > VND > -,numeric__Ngày đáo hạn > 22-07-2023,"numeric__Lãi suất > (%/năm) > Lãi suất cố định10%/năm, trả lãi vàocuối thời hạn khoảnvay",numeric__Mục đích vay > Bổ sung nguồn vốn kinhdoanh,numeric__Tài sản đảm bảo > Không có tài sản đảm bảo
Tập đoàn GELEX -Công ty mẹ củaCông ty,Tập đoàn GELEX -Công ty mẹ củaCông ty,Tập đoàn GELEX -Công ty mẹ củaCông ty,,,,,,,,,,,,
,,,800.000.000.000,-,,,,,800000000000.0,,,,,
- Số phải trả trongvòng 12 tháng,- Số phải trả trongvòng 12 tháng,- Số phải trả trongvòng 12 tháng,-,-,,,,,,,,,,
- Số phải trả sau12 tháng,- Số phải trả trongvòng 12 tháng > - Số phải trả sau12 tháng,- Số phải trả sau12 tháng,800.000.000.000,-,,,,,800000000000.0,,,,,
