row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty mẹ,
Công ty Cổ phần Dây Cáp Điện Việt Nam,Công ty Cổ phần Dây Cáp Điện Việt Nam,Công ty Cổ phần Dây Cáp Điện Việt Nam,Công ty con,
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty con,
Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,Công ty con,
Công ty Cổ phần Thiết bị đo điện EMIC,Công ty Cổ phần Thiết bị đo điện EMIC,Công ty Cổ phần Thiết bị đo điện EMIC,Công ty con,
Công ty Cổ phần Năng lượng Gelex Quảng Trị,Công ty Cổ phần Năng lượng Gelex Quảng Trị,Công ty Cổ phần Năng lượng Gelex Quảng Trị,Công ty con từ ngày 27 tháng 12 năm 2021,
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty con,
Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,Công ty con gián tiếp,
Tổng Công ty Viglacera - CTCP,Tổng Công ty Viglacera - CTCP,Tổng Công ty Viglacera - CTCP,Công ty cùng Tập đoàn,
Công ty Cổ phần Chứng khoán VIX,Công ty Cổ phần Chứng khoán VIX,Công ty Cổ phần Chứng khoán VIX,Bên liên quan của thành viên HĐQT,
Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,Công ty cùng Tập đoàn/Công ty liên kết,
