row_label_raw,row_label_full,STT,Tên công ty con,Nơi thành lập,Tỷ lệ lợi ích trực tiếp,Tỷ lệ quyền biểu quyết,Hoạt động chính,numeric__Tên công ty con,numeric__Nơi thành lập,numeric__Tỷ lệ lợi ích trực tiếp,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động chính
1.,1.,1.,"Công ty Cổ phần Dây cáp Điện Việt Nam (""Cadivi"")",Thành phố Hồ Chí Minh,"96,35%","96,35%",Sản xuất kinh doanh dây và cấp điện,,,0.9634999999999999,0.9634999999999999,
2.,2.,2.,"Công ty Cổ phần Chế tạo Điện cơ Hà Nội (""HEM"")",Hà Nội,"76,70%","76,70%","Sản xuất, chế tạo, sửa chữa, kinh doanh động cơ điện và thiết bị điện",,,0.767,0.767,
3.,3.,3.,"Công ty Dây đồng Việt Nam CFT (""CFT"")",Đồng Nai,100%,100%,Sản xuất dây đồng và dây tráng thiếc,,,1.0,1.0,
4.,4.,4.,"Công ty Cổ phần Thiết bị Điện (""Thibidi"")",Đồng Nai,"85,23%","85,23%","Sản xuất, chế tạo, sửa chữa, kinh doanh động cơ điện và thiết bị điện",,,0.8523000000000001,0.8523000000000001,
5.,5.,5.,"Công ty Cổ phần Thiết bị Đo điện EMIC (""Emic"")",Hà Nội,"74,99%","74,99%","Sản xuất, chế tạo, sửa chữa, kinh doanh động cơ điện và thiết bị điện",,,0.7498999999999999,0.7498999999999999,
6.,6.,6.,"Công ty TNHH Phát điện GELEX (""Phát điện Gelex"")",Hà Nội,100%,100%,"Sản xuất, truyền tải và phân phối điện",,,1.0,1.0,
7.,7.,7.,"Công ty Cổ phần Năng lượng GELEX Quảng Trị (""Gelex Quảng Trị"")",Quảng Trị,100%,100%,"Sản xuất, truyền tải và phân phối điện",,,1.0,1.0,
