row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGẮN HẠN,100,,1.084.060.380.536,1.854.566.659.008,,100.0,,1084060380536.0,1854566659008.0
I.,I.,I.,Tiền,110,4,577.844.093.712,213.821.688.703,,110.0,4.0,577844093712.0,213821688703.0
1.,1.,1.,Tiền,111,,577.844.093.712,213.821.688.703,,111.0,,577844093712.0,213821688703.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,,-,225.155.250.060,,120.0,,,225155250060.0
1.,1.,1.,Chứng khoán kinh doanh,121,5,-,225.155.250.060,,121.0,5.0,,225155250060.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,501.446.964.324,1.237.111.421.300,,130.0,,501446964324.0,1237111421300.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,455.260.640.261,1.217.983.058.191,,131.0,6.0,455260640261.0,1217983058191.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,,453.049.000,13.360.572.363,,132.0,,453049000.0,13360572363.0
3.,3.,3.,Phải thu ngắn hạn khác,136,7,46.360.735.466,6.002.636.986,,136.0,7.0,46360735466.0,6002636986.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,,(627.460.403),(234.846.240),,137.0,,-627460403.0,-234846240.0
IV.,IV.,IV.,Hàng tồn kho,140,8,-,165.670.083.745,,140.0,8.0,,165670083745.0
1.,1.,1.,Hàng tồn kho,141,,-,165.670.083.745,,141.0,,,165670083745.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,4.769.322.500,12.808.215.200,,150.0,,4769322500.0,12808215200.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,,37.850.002,27.850.000,,151.0,,37850002.0,27850000.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,4.477.110.729,12.526.003.431,,152.0,,4477110729.0,12526003431.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,15,254.361.769,254.361.769,,153.0,15.0,254361769.0,254361769.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,7.443.101.339.974,4.778.828.293.504,,200.0,,7443101339974.0,4778828293504.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,300.000.000.000,-,,210.0,,300000000000.0,
1.,1.,1.,Phải thu về cho vay dài hạn,215,9,300.000.000.000,-,,215.0,9.0,300000000000.0,
II.,II.,II.,Tài sản cố định,220,,1.466.080.000,1.780.240.000,,220.0,,1466080000.0,1780240000.0
1.,1.,1.,Tài sản cố định hữu hình,221,10,1.466.080.000,1.780.240.000,,221.0,10.0,1466080000.0,1780240000.0
,,,- Nguyên giá,222,,3.211.322.250,3.211.322.250,,222.0,,3211322250.0,3211322250.0
,,,- Giá trị hao mòn lũy kế,223,,(1.745.242.250),(1.431.082.250),,223.0,,-1745242250.0,-1431082250.0
2.,2.,2.,Tài sản cố định vô hình,227,,-,-,,227.0,,,
,,,- Nguyên giá,228,,88.400.000,88.400.000,,228.0,,88400000.0,88400000.0
,,,- Giá trị hao mòn lũy kế,229,,(88.400.000),(88.400.000),,229.0,,-88400000.0,-88400000.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,5.283.018.727,-,,240.0,,5283018727.0,
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,11,5.283.018.727,-,,242.0,11.0,5283018727.0,
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,12,7.133.129.420.115,4.776.303.673.187,,250.0,12.0,7133129420115.0,4776303673187.0
1.,1.,1.,Đầu tư vào công ty con,251,,5.371.872.480.962,3.007.516.758.854,,251.0,,5371872480962.0,3007516758854.0
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,,1.771.644.295.436,-,,252.0,,1771644295436.0,
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,-,1.768.786.914.333,,253.0,,,1768786914333.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,(10.387.356.283),-,,254.0,,-10387356283.0,
V.,V.,V.,Tài sản dài hạn khác,260,,3.222.821.132,744.380.317,,260.0,,3222821132.0,744380317.0
1.,1.,1.,Chi phí trả trước dài hạn,261,,3.222.821.132,744.380.317,,261.0,,3222821132.0,744380317.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,8.527.161.720.510,6.633.394.952.512,,270.0,,8527161720510.0,6633394952512.0
