row_label_raw,row_label_full,Bên cho vay > Ngân hàng TMCP > Kỹ thương Việt Nam - Hội sở chính,Số dư cuối năm > VND > 1.090.000.000.000,Số dư đầu năm > VND > -,Ngày đáo hạn > Khế ước cuối cùng đáo hạn ngày 31-12-2024,"Lãi suất > (%/năm) > Lãi suất vay cổ định 8,52%-8,54/năm, trả lãi 3 tháng/lần","Mục đích vay > Tái cấu trúc doanh nghiệp, trả nợ khoản vay với Công ty Cổ phần Tập đoàn Gelex",Tài sản đảm bảo > Cổ phiếu VGC (Tổng Công ty Viglacera – CTCP) thuộc sở hữu của Công ty Cổ phần Hạ tầng GELEX,numeric__Số dư cuối năm > VND > 1.090.000.000.000,numeric__Số dư đầu năm > VND > -,numeric__Ngày đáo hạn > Khế ước cuối cùng đáo hạn ngày 31-12-2024,"numeric__Lãi suất > (%/năm) > Lãi suất vay cổ định 8,52%-8,54/năm, trả lãi 3 tháng/lần","numeric__Mục đích vay > Tái cấu trúc doanh nghiệp, trả nợ khoản vay với Công ty Cổ phần Tập đoàn Gelex",numeric__Tài sản đảm bảo > Cổ phiếu VGC (Tổng Công ty Viglacera – CTCP) thuộc sở hữu của Công ty Cổ phần Hạ tầng GELEX
,,,1.090.000.000.000,-,,,,,1090000000000.0,,,,,
- Số phải trả trong vòng 12 tháng,- Số phải trả trong vòng 12 tháng,- Số phải trả trong vòng 12 tháng,167.641.154.329,,,,,,167641154329.0,,,,,
- Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,922.358.845.671,,,,,,922358845671.0,,,,,
