row_label_raw,row_label_full,STT,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích trực tiếp,Tỷ lệ quyền biểu quyết,Hoạt động chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích trực tiếp,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động chính
1.,1.,1.,"Công ty TNHH MTV Năng lượng GELEX Ninh Thuận (""Gelex Ninh Thuận"")",Ninh Thuận,100%,100%,"Sản xuất, truyền tải và phân phối điện mặt trời",,,1.0,1.0,
2.,2.,2.,"Công ty Cổ Phần Phú Thạnh Mỹ (""Phú Thạnh Mỹ"")",Quảng Nam,"73,16%","73,16%",Sản xuất thủy điện,,,0.7315999999999999,0.7315999999999999,
