row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,23,2.878.599.309.327,2.822.228.342.604,,1.0,23.0,2878599309327.0,2822228342604.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,23,-,12.303.552.280,,2.0,23.0,,12303552280.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,23,2.878.599.309.327,2.809.924.790.324,,10.0,23.0,2878599309327.0,2809924790324.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,24,2.837.698.929.262,2.764.195.541.530,,11.0,24.0,2837698929262.0,2764195541530.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,40.900.380.065,45.729.248.794,,20.0,,40900380065.0,45729248794.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,25,669.293.819.403,445.709.078.314,,21.0,25.0,669293819403.0,445709078314.0
7.,7.,7.,Chi phí tài chính,22,26,309.296.433.572,279.856.819.967,,22.0,26.0,309296433572.0,279856819967.0
,,,- Trong đó: Chi phí lãi vay và chi phí phát hành trái phiếu,23,,248.675.295.674,228.093.986.098,,23.0,,248675295674.0,228093986098.0
8.,8.,8.,Chi phí bán hàng,25,27,7.926.920.792,8.140.695.408,,25.0,27.0,7926920792.0,8140695408.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,27,16.431.232.305,12.824.543.451,,26.0,27.0,16431232305.0,12824543451.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,376.539.612.799,190.616.268.282,,30.0,,376539612799.0,190616268282.0
11.,11.,11.,Thu nhập khác,31,,-,244.556.292,,31.0,,,244556292.0
12.,12.,12.,Chi phí khác,32,,68.973.030,2.616.859,,32.0,,68973030.0,2616859.0
13.,13.,13.,(Lỗ)/lợi nhuận khác (40=31-32),40,,(68.973.030),241.939.433,,40.0,,-68973030.0,241939433.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,376.470.639.769,190.858.207.715,,50.0,,376470639769.0,190858207715.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,29,-,-,,51.0,29.0,,
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,376.470.639.769,190.858.207.715,,60.0,,376470639769.0,190858207715.0
