row_label_raw,row_label_full,Đơn vị lưu ký > Công ty Cổ phầnChứng khoánEurocapital > Công ty Cổ phầnchứng khoán VIX > Công ty TNHHChứng khoánMirae Asset (Việt Nam),Số dư cuối năm > VND > 220.000.000.000 > 650.000.000.000 > -,Số dư đầu năm > VND > 400.000.000.000 > 650.000.000.000 > 381.000.000.000,Ngày đáo hạn > 01-08-2022 > Tháng 9-2023,"Lãi suất > (%/năm) > Lãi suất 9,8%/năm (điều chỉnh 3 tháng/lần), lãi trả theo quý > Lãi suất cố định 9%/năm, lãi trả 6 tháng/lần",Mục đích vay > Tăng quy mô vốn hoạt động của doanh nghiệp,Tài sản đảm bảo > Cổ phiếu HEM (Công ty Cổ phần Chế tạo Điện Cơ Hà Nội) thuộc sở hữu của Công ty > Cổ phiếu VGC (Tổng Công ty Viglacera – CTCP) thuộc sở hữu của Công ty Cổ phần Hạ Tầng GELEX,numeric__Số dư cuối năm > VND > 220.000.000.000 > 650.000.000.000 > -,numeric__Số dư đầu năm > VND > 400.000.000.000 > 650.000.000.000 > 381.000.000.000,numeric__Ngày đáo hạn > 01-08-2022 > Tháng 9-2023,"numeric__Lãi suất > (%/năm) > Lãi suất 9,8%/năm (điều chỉnh 3 tháng/lần), lãi trả theo quý > Lãi suất cố định 9%/năm, lãi trả 6 tháng/lần",numeric__Mục đích vay > Tăng quy mô vốn hoạt động của doanh nghiệp,numeric__Tài sản đảm bảo > Cổ phiếu HEM (Công ty Cổ phần Chế tạo Điện Cơ Hà Nội) thuộc sở hữu của Công ty > Cổ phiếu VGC (Tổng Công ty Viglacera – CTCP) thuộc sở hữu của Công ty Cổ phần Hạ Tầng GELEX
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(10.835.848.143),(21.931.585.303),,,,,-10835848143.0,-21931585303.0,,,,
,,,859.164.151.857,1.409.068.414.697,,,,,859164151857.0,1409068414697.0,,,,
Trái phiếu dài hạnđến hạn trả,Trái phiếu dài hạnđến hạn trả,Trái phiếu dài hạnđến hạn trả,217.706.007.910,439.238.366.933,,,,,217706007910.0,439238366933.0,,,,
Trái phiếu dài hạn,Trái phiếu dài hạn,Trái phiếu dài hạn,641.458.143.947,969.830.047.764,,,,,641458143947.0,969830047764.0,,,,
