row_label_raw,row_label_full,col_0,Số cuối kỳ,Số cuối kỳ_1,Số cuối kỳ_2,Số đầu kỳ,Số đầu kỳ_1,numeric__Số cuối kỳ,numeric__Số cuối kỳ_1,numeric__Số cuối kỳ_2,numeric__Số đầu kỳ,numeric__Số đầu kỳ_1
,,,Giá gốc Giá trị hợp lý,VND Dự phòng,Giá gốc,Giá trị hợp lý,VND Dự phòng,,,,,
Trái phiếu,Trái phiếu,Trái phiếu,-,-,97.000.000.000,(i),-,,,97000000000.0,,
Cố phiếu,Cố phiếu,Cố phiếu,-,-,128.155.250.060,168.487.354.000,-,,,128155250060.0,168487354000.0,
,,,-,,225.155.250.060,,-,,,225155250060.0,,
