row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > VND Giảm,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > VND Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Vay ngân hàng (i),Vay ngân hàng (i),Vay ngân hàng (i),-,-,1.090.000.000.000,-,1.090.000.000.000,1.090.000.000.000,,,1090000000000.0,,1090000000000.0,1090000000000.0
Vay bên liên quan (ii),Vay bên liên quan (ii),Vay bên liên quan (ii),-,-,800.000.000.000,-,800.000.000.000,800.000.000.000,,,800000000000.0,,800000000000.0,800000000000.0
Trái phiếu (iii),Trái phiếu (iii),Trái phiếu (iii),1.409.068.414.697,1.409.068.414.697,11.095.737.160,561.000.000.000,859.164.151.857,859.164.151.857,1409068414697.0,1409068414697.0,11095737160.0,561000000000.0,859164151857.0,859164151857.0
,,,1.409.068.414.697,1.409.068.414.697,1.901.095.737.160,561.000.000.000,2.749.164.151.857,2.749.164.151.857,1409068414697.0,1409068414697.0,1901095737160.0,561000000000.0,2749164151857.0,2749164151857.0
Chỉ tiết:,Chỉ tiết:,Chỉ tiết:,Chỉ tiết:,Chỉ tiết:,Chỉ tiết:,Chỉ tiết:,Chỉ tiết:,Chỉ tiết:,,,,,,
Số phải trả trong vòng 12 tháng,Chỉ tiết: > Số phải trả trong vòng 12 tháng,Số phải trả trong vòng 12 tháng,439.238.366.933,439.238.366.933,,,385.347.162.239,385.347.162.239,439238366933.0,439238366933.0,,,385347162239.0,385347162239.0
Số phải trả sau 12 tháng,Chỉ tiết: > Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,969.830.047.764,969.830.047.764,,,2.363.816.989.618,2.363.816.989.618,969830047764.0,969830047764.0,,,2363816989618.0,2363816989618.0
