row_label_raw,row_label_full,"Tiền thu từ phát hành cổ phiếu, nhận vốn góp từ cổ đông không kiểm soát",31,10.630.000.000,2.700.000.000,numeric__31,numeric__10.630.000.000,numeric__2.700.000.000
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,33,125.075.421.125.272,83.074.115.401.537,33.0,125075421125272.0,83074115401537.0
Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,(121.652.859.327.347),(65.603.640.057.528),34.0,-121652859327347.0,-65603640057528.0
Tiền trả cổ tức,Tiền trả cổ tức,Tiền trả cổ tức,36,(1.693.086.647.969),(1.419.473.748.756),36.0,-1693086647969.0,-1419473748756.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,1.740.105.149.956,16.053.701.595.253,40.0,1740105149956.0,16053701595253.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,8.791.565.690.058,9.145.553.263.324,50.0,8791565690058.0,9145553263324.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,13.696.099.298.228,4.544.900.252.204,60.0,13696099298228.0,4544900252204.0
Ảnh hưởng của thay đổi tỷ giá quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá quy đổi ngoại tệ,61,(16.289.426.156),5.645.782.700,61.0,-16289426156.0,5645782700.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,6,22.471.375.562.130,70.0,6.0,22471375562130.0
