row_label_raw,row_label_full,col_0,2021VND,2020VND,numeric__2021VND,numeric__2020VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,37.056.777.714.190,15.356.966.791.701,37056777714190.0,15356966791701.0
Các điều chỉnh tăng/(giảm) lợi nhuận kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán,,
Chi phí không được khấu trừ,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Chi phí không được khấu trừ,Chi phí không được khấu trừ,366.366.941.960,86.326.338.539,366366941960.0,86326338539.0
Phân bổ lợi thế thương mại,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,5.988.000.000,18.075.220.852,5988000000.0,18075220852.0
Hoàn nhập dự phòng,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Hoàn nhập dự phòng,Hoàn nhập dự phòng,(10.459.361.152),(99.583.404.242),-10459361152.0,-99583404242.0
Chênh lệch tỷ giá chưa thực hiện,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Chênh lệch tỷ giá chưa thực hiện,Chênh lệch tỷ giá chưa thực hiện,10.593.009.528,14.072.284,10593009528.0,14072284.0
Hoàn nhập phần trích trước giá vốn của bất động sản đã bán,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Hoàn nhập phần trích trước giá vốn của bất động sản đã bán,Hoàn nhập phần trích trước giá vốn của bất động sản đã bán,-,(41.034.357.556),,-41034357556.0
Hoàn nhập và phát sinh các chênh lệch tạm thời khác,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Hoàn nhập và phát sinh các chênh lệch tạm thời khác,Hoàn nhập và phát sinh các chênh lệch tạm thời khác,247.457.571.330,(95.169.619.065),247457571330.0,-95169619065.0
Lãi được chia từ các công ty liên kết,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Lãi được chia từ các công ty liên kết,Lãi được chia từ các công ty liên kết,(4.465.302.865),(1.964.631.764),-4465302865.0,-1964631764.0
Thu nhập được miễn thuế,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Thu nhập được miễn thuế,Thu nhập được miễn thuế,(1.523.166.771),-,-1523166771.0,
Lỗ tính thuế năm hiện hành từ các công ty con,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Lỗ tính thuế năm hiện hành từ các công ty con,Lỗ tính thuế năm hiện hành từ các công ty con,69.409.553.460,-,69409553460.0,
,,,37.740.144.959.680,15.223.630.410.749,37740144959680.0,15223630410749.0
Lỗ năm trước chuyển sang,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(1.229.162.534),(144.111.796.097),-1229162534.0,-144111796097.0
Thu nhập chịu thuế năm hiện hành,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành,37.738.915.797.146,15.079.518.614.652,37738915797146.0,15079518614652.0
Chi phí thuế TNDN tính theo thuế suất của Công ty,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Chi phí thuế TNDN tính theo thuế suất của Công ty,Chi phí thuế TNDN tính theo thuế suất của Công ty,7.547.783.159.429,3.015.903.722.930,7547783159429.0,3015903722930.0
Uu đãi thuế của các công ty con,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Uu đãi thuế của các công ty con,Uu đãi thuế của các công ty con,(4.692.083.776.183),(1.217.379.384.501),-4692083776183.0,-1217379384501.0
Ảnh hưởng của mức thuế suất khác,Ảnh hưởng của mức thuế suất khác,Ảnh hưởng của mức thuế suất khác,,,,
