row_label_raw,row_label_full,STT,Công ty con cấp 1,Hoạt động chính,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1,numeric__Công ty con cấp 1,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn,numeric__Tỷ lệ lợi ích và quyền biểu quyết của Tập đoàn_1
STT,STT,STT,Công ty con cấp 1,Hoạt động chính,31/12/2021,1/1/2021,,,,
1,STT > 1,1,Công ty Cổ phần Gang thép Hòa Phát (i),"Đầu tư, sản xuất, kinh doanh thép xây dựng và các hoạt động phụ trợ.","99,998%","99,998%",,,0.9999800000000001,0.9999800000000001
2,STT > 2,2,Công ty Cổ phần Sản phẩm thép Hòa Phát (i),"Đầu tư, sản xuất, kinh doanh ống thép, tôn mạ màu và các hoạt động phụ trợ.","99,994%","99,99%",,,0.99994,0.9998999999999999
3,STT > 3,3,Công ty Cổ phần Phát triển Nông nghiệp Hòa Phát,"Chăn nuôi gia súc, gia cầm; trồng trọt; các hoạt động dịch vụ trồng trọt, chăn nuôi, sau thu hoạch; sản xuất thức ăn gia súc, gia cầm và thủy sản.","99,999%","99,999%",,,0.9999899999999999,0.9999899999999999
4,STT > 4,4,Công ty Cổ phần Phát triển Bất động sản Hòa Phát (i),"Đầu tư, xây dựng, kinh doanh bất động sản và các hoạt động phụ trợ.","99,90%","99,90%",,,0.9990000000000001,0.9990000000000001
5,STT > 5,5,Công ty Cổ phần Nội thất Hòa Phát (Thuyết minh 4),Sản xuất và kinh doanh thương mại các sản phẩm nội thất.,0%,"99,60%",,,0.0,0.996
6,STT > 6,6,Công ty Cổ phần Điện máy Gia dụng Hòa Phát (ii),"Đầu tư, sản xuất, kinh doanh các sản phẩm điện máy – gia dụng.","99,90%",0%,,,0.9990000000000001,0.0
