row_label_raw,row_label_full,Cổ phiếu phổ thông đã phát hành đầu năm,2021(Số cổ phiếu) > 3.313.282.659,2020(Số cổ phiếu)Đã điều chỉnh lại > 2.761.074.115,numeric__2021(Số cổ phiếu) > 3.313.282.659,numeric__2020(Số cổ phiếu)Đã điều chỉnh lại > 2.761.074.115
Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,1.159.640.047,1.711.848.591,1159640047.0,1711848591.0
Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm,Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm,Số lượng bình quân gia quyền của cổ phiếu phổ thông lưu hành trong năm,4.472.922.706,4.472.922.706,4472922706.0,4472922706.0
