row_label_raw,row_label_full,col_0,Công ty TNHHThương mạiDịch vụNhơn TrạchVND,Công ty CPXây dựngLong ViệtVND,Tổng cộngVND,numeric__Công ty TNHHThương mạiDịch vụNhơn TrạchVND,numeric__Công ty CPXây dựngLong ViệtVND,numeric__Tổng cộngVND
Giá gốc,Giá gốc,Giá gốc,Giá gốc,Giá gốc,Giá gốc,,,
Số dư đầu năm và cuối năm,Giá gốc > Số dư đầu năm và cuối năm,Số dư đầu năm và cuối năm,195.950.665,59.880.000.000,60.075.950.665,195950665.0,59880000000.0,60075950665.0
Phân bổ lũy kế,Phân bổ lũy kế,Phân bổ lũy kế,Phân bổ lũy kế,Phân bổ lũy kế,Phân bổ lũy kế,,,
Số dư đầu năm,Phân bổ lũy kế > Số dư đầu năm,Số dư đầu năm,-,16.966.000.000,16.966.000.000,,16966000000.0,16966000000.0
Phân bổ trong năm,Phân bổ lũy kế > Phân bổ trong năm,Phân bổ trong năm,-,5.988.000.000,5.988.000.000,,5988000000.0,5988000000.0
Số dư cuối năm,Phân bổ lũy kế > Số dư cuối năm,Số dư cuối năm,-,22.954.000.000,22.954.000.000,,22954000000.0,22954000000.0
Giá trị ghi sổ,Giá trị ghi sổ,Giá trị ghi sổ,Giá trị ghi sổ,Giá trị ghi sổ,Giá trị ghi sổ,,,
Số dư đầu năm,Giá trị ghi sổ > Số dư đầu năm,Số dư đầu năm,195.950.665,42.914.000.000,43.109.950.665,195950665.0,42914000000.0,43109950665.0
Số dư cuối năm,Giá trị ghi sổ > Số dư cuối năm,Số dư cuối năm,195.950.665,36.926.000.000,37.121.950.665,195950665.0,36926000000.0,37121950665.0
