row_label_raw,row_label_full,col_0,Giá trị ghi số > 31/12/2021Triệu VND,Giá trị ghi số > 1/1/2021Triệu VND,numeric__Giá trị ghi số > 31/12/2021Triệu VND,numeric__Giá trị ghi số > 1/1/2021Triệu VND
Các công cụ tài chính hưởng lãi suất cố định,Các công cụ tài chính hưởng lãi suất cố định,Các công cụ tài chính hưởng lãi suất cố định,Các công cụ tài chính hưởng lãi suất cố định,Các công cụ tài chính hưởng lãi suất cố định,,
Tài sản tài chính,Các công cụ tài chính hưởng lãi suất cố định > Tài sản tài chính,Tài sản tài chính,34.533.152,19.974.785,34533152.0,19974785.0
Nợ phải trả tài chính,Các công cụ tài chính hưởng lãi suất cố định > Nợ phải trả tài chính,Nợ phải trả tài chính,(54.391.652),(49.855.867),-54391652.0,-49855867.0
,,,(19.858.500),(29.881.082),-19858500.0,-29881082.0
Các công cụ tài chính chịu lãi suất thả nổi,Các công cụ tài chính chịu lãi suất thả nổi,Các công cụ tài chính chịu lãi suất thả nổi,Các công cụ tài chính chịu lãi suất thả nổi,Các công cụ tài chính chịu lãi suất thả nổi,,
Tài sản tài chính,Các công cụ tài chính chịu lãi suất thả nổi > Tài sản tài chính,Tài sản tài chính,-,20.000,,20000.0
Nợ phải trả tài chính,Các công cụ tài chính chịu lãi suất thả nổi > Nợ phải trả tài chính,Nợ phải trả tài chính,(2.820.923),(4.285.846),-2820923.0,-4285846.0
,,,(2.820.923),(4.265.846),-2820923.0,-4265846.0
