row_label_raw,row_label_full,STT,Công ty con cấp 2,Hoạt động chính,Tỷ lệ lợi ích trực tiếp của công ty con cấp 1,Tỷ lệ lợi ích trực tiếp của công ty con cấp 1_1,Tỷ lệ lợi ích của Tập đoàn,Tỷ lệ lợi ích của Tập đoàn_1,numeric__Công ty con cấp 2,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích trực tiếp của công ty con cấp 1,numeric__Tỷ lệ lợi ích trực tiếp của công ty con cấp 1_1,numeric__Tỷ lệ lợi ích của Tập đoàn,numeric__Tỷ lệ lợi ích của Tập đoàn_1
STT,STT,STT,Công ty con cấp 2,Hoạt động chính,31/12/2021,1/1/2021,31/12/2021,1/1/2021,,,,,,
,,,Công ty con của Công ty Cổ phần Gang thép Hòa Phát,Công ty con của Công ty Cổ phần Gang thép Hòa Phát,Công ty con của Công ty Cổ phần Gang thép Hòa Phát,Công ty con của Công ty Cổ phần Gang thép Hòa Phát,Công ty con của Công ty Cổ phần Gang thép Hòa Phát,Công ty con của Công ty Cổ phần Gang thép Hòa Phát,,,,,,
1,STT > 1,1,Công ty Cổ phần Đầu tư Khoáng sản An Thông,"Thăm dò, khai thác, tuyển luyện, chế biến, xuất nhập khẩu khoáng sản nói chung trong đó chủ yếu là quặng sắt.","99,96%",0%,"99,958%","99,96%",,,0.9995999999999999,0.0,0.99958,0.9995999999999999
2,STT > 2,2,Công ty Cổ phần Thép Hòa Phát Hải Dương,"Sản xuất thép, gang, khai thác quặng sắt, khai thác và thu gom than non; bán buôn kim loại và quặng kim loại; và sản xuất, mua bán than cốc.","99,998%",0%,"99,996%","99,998%",,,0.9999800000000001,0.0,0.99996,0.9999800000000001
3,STT > 3,3,Công ty Cổ phần Thép Hòa Phát Dung Quất,"Sản xuất sắt, thép, gang, khai thác quặng sắt; bán buôn kim loại và quặng kim loại; sản xuất mua bán than cốc và các ngành nghề liên quan khác.",100%,0%,"99,998%","99,999%",,,1.0,0.0,0.9999800000000001,0.9999899999999999
4,STT > 4,4,Công ty TNHH Thép Hòa Phát Hưng Yên,"Sản xuất sắt, thép, gang; bán buôn kim loại và quặng kim loại.",100%,0%,"99,998%",100%,,,1.0,0.0,0.9999800000000001,1.0
,,,Công ty con của Công ty Cổ phần Sản phẩm thép Hòa Phát,Công ty con của Công ty Cổ phần Sản phẩm thép Hòa Phát,Công ty con của Công ty Cổ phần Sản phẩm thép Hòa Phát,Công ty con của Công ty Cổ phần Sản phẩm thép Hòa Phát,Công ty con của Công ty Cổ phần Sản phẩm thép Hòa Phát,Công ty con của Công ty Cổ phần Sản phẩm thép Hòa Phát,,,,,,
5,STT > 5,5,Công ty TNHH Ông thép Hòa Phát,Sản xuất và kinh doanh thương mại ống thép.,"99,967%",0%,"99,960%","99,967%",,,0.99967,0.0,0.9995999999999999,0.99967
6,STT > 6,6,Công ty TNHH Tôn Hòa Phát,"Sản xuất và kinh doanh các loại tôn mạ kẽm, tôn mạ màu và tôn mạ lạnh.",100%,0%,"99,994%",100%,,,1.0,0.0,0.99994,1.0
7,STT > 7,7,Công ty TNHH Diện lạnh Hòa Phát,Sản xuất và kinh doanh thương mại sản phẩm điện lạnh.,"99,833%",0%,"99,832%","99,67%",,,0.9983299999999999,0.0,0.99832,0.9967
8,STT > 8,8,Công ty TNHH Chế tạo Kim loại Hòa Phát,Sản xuất thiết bị xây dựng; kinh doanh thương mại máy móc và thiết bị xây dựng và khai thác khoáng sản loại nhỏ và vừa.,"99,917%",0%,"99,915%","99,875%",,,0.99917,0.0,0.9991500000000001,0.99875
9,STT > 9,9,Công ty Cổ phần Sản xuất Container Hòa Phát (iii),Sản xuất và kinh doanh Container.,"99,80%",0%,"99,794%",0%,,,0.998,0.0,0.9979399999999999,0.0
