row_label_raw,row_label_full,STT,Công ty con cấp 3,Hoạt động chính,Tỷ lệ lợi ích trực tiếp của công ty con cấp 2,Tỷ lệ lợi ích trực tiếp của công ty con cấp 2_1,Tỷ lệ lợi ích của Tập đoàn,Tỷ lệ lợi ích của Tập đoàn_1,numeric__Công ty con cấp 3,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích trực tiếp của công ty con cấp 2,numeric__Tỷ lệ lợi ích trực tiếp của công ty con cấp 2_1,numeric__Tỷ lệ lợi ích của Tập đoàn,numeric__Tỷ lệ lợi ích của Tập đoàn_1
STT,STT,STT,Công ty con cấp 3,Hoạt động chính,31/12/2021,1/1/2021,31/12/2021,1/1/2021,,,,,,
31,STT > 31,31,Công ty TNHH Chăn nuôi Việt Hùng (trước dây là Công ty TNHH MTV Chăn nuôi Việt Hùng),"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.",100%,100%,"99,899%","99,899%",,,1.0,1.0,0.99899,0.99899
32,STT > 32,32,Công ty TNHH Chăn nuôi Đồng Phát (trước dây là Công ty TNHH MTV Chăn nuôi Đồng Phát),"Chăn nuôi gia súc, gia cầm; hoạt động dịch vụ trồng trọt.",100%,100%,"99,899%","99,899%",,,1.0,1.0,0.99899,0.99899
33,STT > 33,33,Dragon Trading and Investment Pty Ltd.,"Xuất, nhập khẩu, mua bán, phân phối gia súc, gia cầm, sản phẩm nông nghiệp khác, quặng, than, sắt thép.",100%,100%,"99,899%","99,899%",,,1.0,1.0,0.99899,0.99899
34,STT > 34,34,Công ty TNHH MTV Gia cầm Hòa Phát Đồng Nai,"Chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,899%","99,899%",,,1.0,1.0,0.99899,0.99899
,,,Công ty con của Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát,,,,,,
35,STT > 35,35,Công ty TNHH Chăn nuôi Thái Thụy,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,974%","99,974%",,,1.0,1.0,0.9997400000000001,0.9997400000000001
36,STT > 36,36,Công ty TNHH Chăn nuôi Lạc Thủy,"Chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,974%","99,974%",,,1.0,1.0,0.9997400000000001,0.9997400000000001
37,STT > 37,37,Công ty TNHH MTV Chăn nuôi Hòa Yên,"Chăn nuôi lợn, chăn nuôi khác.",100%,100%,"99,974%","99,974%",,,1.0,1.0,0.9997400000000001,0.9997400000000001
38,STT > 38,38,Công ty TNHH Chăn nuôi Sơn Đông,"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,974%","99,974%",,,1.0,1.0,0.9997400000000001,0.9997400000000001
39,STT > 39,39,Công ty TNHH MTV Chăn nuôi Hòa Phát Lạng Sơn (Thuyết minh 4),"Chăn nuôi lợn, chăn nuôi gia cầm, chăn nuôi khác.",0%,100%,0%,"99,974%",,,0.0,1.0,0.0,0.9997400000000001
40,STT > 40,40,Công ty TNHH Chăn nuôi Hòa Phước Công ty con của Công ty TNHH Gia cầm Hòa Phát,Chăn nuôi heo giống và heo thịt.,"99,998%","99,998%","99,972%","99,972%",,,0.9999800000000001,0.9999800000000001,0.9997199999999999,0.9997199999999999
41,STT > 41,41,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,"Chăn nuôi gia cầm, chăn nuôi khác.",100%,100%,"99,999%","99,999%",,,1.0,1.0,0.9999899999999999,0.9999899999999999
42,STT > 42,42,Công ty Cổ phần Vạn Thắng Phú Thọ (Thuyết minh 4),"Chăn nuôi gia súc, gia cầm, hoạt động dịch vụ trồng trọt",0%,"99,8%",0%,"99,799%",,,0.0,0.998,0.0,0.99799
