row_label_raw,row_label_full,col_0,Số cổ phiếu phổ thông bình quân gia quyền,Lãi cơ bản trên cổ phiếu VND,numeric__Số cổ phiếu phổ thông bình quân gia quyền,numeric__Lãi cơ bản trên cổ phiếu VND
Số báo cáo trước đây,Số báo cáo trước đây,Số báo cáo trước đây,3.313.282.659,3.846,3313282659.0,3846.0
Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu,1.159.640.047,(839),1159640047.0,-839.0
"Ảnh hưởng của việc phân bổ lợi nhuận sau thuế vào quỹ khen thưởng, phúc lợi","Ảnh hưởng của việc phân bổ lợi nhuận sau thuế vào quỹ khen thưởng, phúc lợi","Ảnh hưởng của việc phân bổ lợi nhuận sau thuế vào quỹ khen thưởng, phúc lợi",-,(279),,-279.0
Số điều chỉnh lại,Số điều chỉnh lại,Số điều chỉnh lại,4.472.922.706,2.728,4472922706.0,2728.0
