row_label_raw,row_label_full,STT,Công ty con cấp 2,Hoạt động chính,Tỷ lệ lợi ích trực tiếp của công ty con cấp 1,Tỷ lệ lợi ích trực tiếp của công ty con cấp 1_1,Tỷ lệ lợi ích của Tập đoàn,Tỷ lệ lợi ích của Tập đoàn_1,numeric__Công ty con cấp 2,numeric__Hoạt động chính,numeric__Tỷ lệ lợi ích trực tiếp của công ty con cấp 1,numeric__Tỷ lệ lợi ích trực tiếp của công ty con cấp 1_1,numeric__Tỷ lệ lợi ích của Tập đoàn,numeric__Tỷ lệ lợi ích của Tập đoàn_1
STT,STT,STT,Công ty con cấp 2,Hoạt động chính,31/12/2021,1/1/2021,31/12/2021,1/1/2021,,,,,,
,,,Công ty con của Công ty Cổ phần Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Nông nghiệp Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Nông nghiệp Hòa Phát,,,,,,
10,STT > 10,10,Công ty TNHH Thương mại Hòa Phát,"Chăn nuôi trâu, bò; hoạt động dịch vụ trồng trọt, chăn nuôi và sau thu hoạch.","99,90%","99,90%","99,899%","99,899%",,,0.9990000000000001,0.9990000000000001,0.99899,0.99899
11,STT > 11,11,Công ty Cổ phần Phát triển Chăn nuôi Hòa Phát,"Chăn nuôi, cung cấp heo giống, heo thịt.","99,975%","99,975%","99,974%","99,974%",,,0.9997499999999999,0.9997499999999999,0.9997400000000001,0.9997400000000001
12,STT > 12,12,Công ty TNHH Thức ăn Chăn nuôi Hòa Phát Hưng Yên,"Sản xuất, buồn bán thức ăn và nguyên liệu làm thức ăn gia súc, gia cầm và thủy sản.",100%,100%,"99,999%","99,999%",,,1.0,1.0,0.9999899999999999,0.9999899999999999
13,STT > 13,13,Công ty TNHH Gia cầm Hòa Phát,Chăn nuôi gia cầm.,100%,100%,"99,999%","99,999%",,,1.0,1.0,0.9999899999999999,0.9999899999999999
,,,Công ty con của Công ty Cổ phần Phát triển Bất động sản Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Bất động sản Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Bất động sản Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Bất động sản Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Bất động sản Hòa Phát,Công ty con của Công ty Cổ phần Phát triển Bất động sản Hòa Phát,,,,,,
14,STT > 14,14,Công ty Cổ phần Xây dựng và Phát triển Đô thị Hòa Phát,"Xây dựng dân dụng; xây dựng công nghiệp, kinh doanh bất động sản thuộc quyền sở hữu hoặc đi thuê, cho thuê nhà, văn phòng; đầu tư và xây đồng bộ hạ tầng kỹ thuật.","99,846%",0%,"99,746%","99,85%",,,0.99846,0.0,0.9974599999999999,0.9984999999999999
15,STT > 15,15,Công ty Cổ phần Phát triển Bất động sản Hòa Phát Sài Gòn,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.","99,90%","99,90%","99,80%","99,80%",,,0.9990000000000001,0.9990000000000001,0.998,0.998
16,STT > 16,16,Công ty Cổ phần Phát triển Bất động sản Hòa Phát Hà Nội (iii),"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê.","99,90%",0%,"99,80%",0%,,,0.9990000000000001,0.0,0.998,0.0
,,,Công ty con của Công ty Cổ phần Điện máy,Gia dụng Hòa Phát,Gia dụng Hòa Phát,Gia dụng Hòa Phát,Gia dụng Hòa Phát,Gia dụng Hòa Phát,,,,,,
17,STT > 17,17,Công ty CP Điện máy Gia dụng Hòa Phát Hà Nam (iii),"Đầu tư, sản xuất, kinh doanh các sản phẩm điện máy, gia dụng","99,900%",0%,"99,800%",0%,,,0.9990000000000001,0.0,0.998,0.0
18,STT > 18,18,Công ty CP Điện lạnh Hòa Phát Phú Mỹ (iii),"Sản xuất tủ đông, tủ mát.","99,817%",0%,"99,766%",0%,,,0.9981699999999999,0.0,0.9976600000000001,0.0
