row_label_raw,row_label_full,Ngày 31 tháng 12 năm 2021,Giá trị ghi số Triệu VND > Ngày 31 tháng 12 năm 2021,Dòng tiền theo hợp đồng Triệu VND > Ngày 31 tháng 12 năm 2021,Trong 1 năm Triệu VND > Ngày 31 tháng 12 năm 2021,1 – 2 năm Triệu VND > Ngày 31 tháng 12 năm 2021,2 – 5 năm Triệu VND > Ngày 31 tháng 12 năm 2021,numeric__Giá trị ghi số Triệu VND > Ngày 31 tháng 12 năm 2021,numeric__Dòng tiền theo hợp đồng Triệu VND > Ngày 31 tháng 12 năm 2021,numeric__Trong 1 năm Triệu VND > Ngày 31 tháng 12 năm 2021,numeric__1 – 2 năm Triệu VND > Ngày 31 tháng 12 năm 2021,numeric__2 – 5 năm Triệu VND > Ngày 31 tháng 12 năm 2021
Phải trả người bán vàphải trả khác,Phải trả người bán vàphải trả khác,Phải trả người bán vàphải trả khác,24.651.779,24.651.779,24.623.696,28.083,-,24651779.0,24651779.0,24623696.0,28083.0,
Các khoản vay,Các khoản vay,Các khoản vay,57.212.575,61.257.046,46.665.278,7.783.304,6.808.464,57212575.0,61257046.0,46665278.0,7783304.0,6808464.0
,,,81.864.354,85.908.825,71.288.974,7.811.387,6.808.464,81864354.0,85908825.0,71288974.0,7811387.0,6808464.0
Ngày 1 tháng 1 năm 2021,Ngày 1 tháng 1 năm 2021,Ngày 1 tháng 1 năm 2021,Ngày 1 tháng 1 năm 2021,Ngày 1 tháng 1 năm 2021,Ngày 1 tháng 1 năm 2021,Ngày 1 tháng 1 năm 2021,Ngày 1 tháng 1 năm 2021,,,,,
Phải trả người bán vàphải trả khác,Ngày 1 tháng 1 năm 2021 > Phải trả người bán vàphải trả khác,Phải trả người bán vàphải trả khác,14.319.102,14.319.102,11.654.368,2.664.734,-,14319102.0,14319102.0,11654368.0,2664734.0,
Các khoản vay,Ngày 1 tháng 1 năm 2021 > Các khoản vay,Các khoản vay,54.141.713,61.206.131,41.823.469,7.133.906,12.248.756,54141713.0,61206131.0,41823469.0,7133906.0,12248756.0
,,,68.460.815,75.525.233,53.477.837,9.798.640,12.248.756,68460815.0,75525233.0,53477837.0,9798640.0,12248756.0
