row_label_raw,row_label_full,col_0,Dư phòngcụ thểTriệu đồng,Dư phòngchungTriệu đồng,Tổng côngTriệu đồng,numeric__Dư phòngcụ thểTriệu đồng,numeric__Dư phòngchungTriệu đồng,numeric__Tổng côngTriệu đồng
Số đầu năm,Số đầu năm,Số đầu năm,-,46.799,46.799,,46799.0,46799.0
Số hoàn nhập trong năm,Số hoàn nhập trong năm,Số hoàn nhập trong năm,-,(5.112),(5.112),,-5112.0,-5112.0
Số cuối năm,Số cuối năm,Số cuối năm,-,41.687,41.687,,41687.0,41687.0
