row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,,
Các khoản phải trả công nhân viên,Các khoản phải trả nội bộ > Các khoản phải trả công nhân viên,Các khoản phải trả công nhân viên,201.207,51.847,201207.0,51847.0
Quỹ khen thưởng và phúc lợi,Các khoản phải trả nội bộ > Quỹ khen thưởng và phúc lợi,Quỹ khen thưởng và phúc lợi,18.064,36.382,18064.0,36382.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,,
Các khoản chờ thanh toán,Các khoản phải trả bên ngoài > Các khoản chờ thanh toán,Các khoản chờ thanh toán,1.292.163,461.142,1292163.0,461142.0
Thuế và các khoản phải nộp Nhà nước,Các khoản phải trả bên ngoài > Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,314.299,63.068,314299.0,63068.0
Thanh toán giữa các tổ chức tin dụng,Các khoản phải trả bên ngoài > Thanh toán giữa các tổ chức tin dụng,Thanh toán giữa các tổ chức tin dụng,110.319,99.751,110319.0,99751.0
Các khoản phải trả khách hàng,Các khoản phải trả bên ngoài > Các khoản phải trả khách hàng,Các khoản phải trả khách hàng,21.154,165.121,21154.0,165121.0
Doanh thu chờ phân bổ,Các khoản phải trả bên ngoài > Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,9.376,6.045,9376.0,6045.0
Cổ tức phải trả,Các khoản phải trả bên ngoài > Cổ tức phải trả,Cổ tức phải trả,724,724,724.0,724.0
Tiền thu được từ các khoản nợ đã bán,Các khoản phải trả bên ngoài > Tiền thu được từ các khoản nợ đã bán,Tiền thu được từ các khoản nợ đã bán,-,41.113,,41113.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,,
"Thừa quỹ, tài sản thừa chờ xử lý","Các khoản phải trả khác > Thừa quỹ, tài sản thừa chờ xử lý","Thừa quỹ, tài sản thừa chờ xử lý",1.165,1.259,1165.0,1259.0
Các khoản phải trả khác,Các khoản phải trả khác > Các khoản phải trả khác,Các khoản phải trả khác,3.670,5.854,3670.0,5854.0
,,,1.972.141,932.306,1972141.0,932306.0
