row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Các giao dịch,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,,
ABBA,Các công ty con > ABBA,ABBA,Nhận tiền gửi không kỳ hạn,1.067,781.101,,1067.0,781101.0
ABBA,Các công ty con > ABBA,ABBA,Rút tiền gửi không kỳ hạn,(1.123),(781.577),,-1123.0,-781577.0
ABBA,Các công ty con > ABBA,ABBA,Nhận tiền gửi có kỳ hạn,-,248,,,248.0
ABBA,Các công ty con > ABBA,ABBA,Rút tiền gửi có kỳ hạn,-,(6.398),,,-6398.0
ABBA,Các công ty con > ABBA,ABBA,Thu nhập từ chia cổ tức,18.702,69.339,,18702.0,69339.0
ABBA,Các công ty con > ABBA,ABBA,Thu nhập khác từ chi phí vốn,-,4.175,,,4175.0
ABBA,Các công ty con > ABBA,ABBA,Chi phí dịch vụ kiểm ngân điện lực,-,924,,,924.0
ABBAS,Các công ty con > ABBAS,ABBAS,Nhận tiền không kỳ hạn,81.990,82.278,,81990.0,82278.0
ABBAS,Các công ty con > ABBAS,ABBAS,Rút tiền gửi không kỳ hạn,(85.721),(80.088),,-85721.0,-80088.0
ABBAS,Các công ty con > ABBAS,ABBAS,Nhận tiền gửi có kỳ hạn,13.554,6.148,,13554.0,6148.0
ABBAS,Các công ty con > ABBAS,ABBAS,Rút tiền gửi có kỳ hạn,(10.054),(11.013),,-10054.0,-11013.0
ABBAS,Các công ty con > ABBAS,ABBAS,Trả lãi tiền gửi,13.773,(53.654),,13773.0,-53654.0
ABBAS,Các công ty con > ABBAS,ABBAS,Chi phí dịch vụ bảo vệ,(36),(115),,-36.0,-115.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,
Hội đồng Quản trị,Các bên liên quan khác > Hội đồng Quản trị,Hội đồng Quản trị,Nhận tiền gửi không kỳ hạn,616.161,414.610,,616161.0,414610.0
Hội đồng Quản trị,Các bên liên quan khác > Hội đồng Quản trị,Hội đồng Quản trị,Rút tiền gửi không kỳ hạn,(613.747),(422.066),,-613747.0,-422066.0
Hội đồng Quản trị,Các bên liên quan khác > Hội đồng Quản trị,Hội đồng Quản trị,Nhận tiền gửi có kỳ hạn,12.760,1.013,,12760.0,1013.0
Hội đồng Quản trị,Các bên liên quan khác > Hội đồng Quản trị,Hội đồng Quản trị,Rút tiền gửi có kỳ hạn,(11.901),(2.100),,-11901.0,-2100.0
Hội đồng Quản trị,Các bên liên quan khác > Hội đồng Quản trị,Hội đồng Quản trị,Nhận tiền gửi tiết kiệmcỏ kỳ hạn,287.323,29.876,,287323.0,29876.0
Hội đồng Quản trị,Các bên liên quan khác > Hội đồng Quản trị,Hội đồng Quản trị,Rút tiền gửi tiết kiệmcỏ kỳ hạn,(253.359),(28.666),,-253359.0,-28666.0
Hội đồng Quản trị,Các bên liên quan khác > Hội đồng Quản trị,Hội đồng Quản trị,Trả lãi tiền gửi,(2.280),(857),,-2280.0,-857.0
Ban Kiểm soát,Các bên liên quan khác > Ban Kiểm soát,Ban Kiểm soát,Nhận tiền gửi không kỳ hạn,65.741,81.119,,65741.0,81119.0
Ban Kiểm soát,Các bên liên quan khác > Ban Kiểm soát,Ban Kiểm soát,Rút tiền gửi không kỳ hạn,(65.407),(81.251),,-65407.0,-81251.0
Ban Kiểm soát,Các bên liên quan khác > Ban Kiểm soát,Ban Kiểm soát,Nhận tiền gửi có kỳ hạn,1.404,293,,1404.0,293.0
Ban Kiểm soát,Các bên liên quan khác > Ban Kiểm soát,Ban Kiểm soát,Rút tiền gửi có kỳ hạn,(1.404),(288),,-1404.0,-288.0
Ban Kiểm soát,Các bên liên quan khác > Ban Kiểm soát,Ban Kiểm soát,Nhận tiền gửi tiết kiệmcỏ kỳ hạn,7.878,4.655,,7878.0,4655.0
Ban Kiểm soát,Các bên liên quan khác > Ban Kiểm soát,Ban Kiểm soát,Rút tiền gửi tiết kiệmcỏ kỳ hạn,(7.226),(11.057),,-7226.0,-11057.0
Ban Kiểm soát,Các bên liên quan khác > Ban Kiểm soát,Ban Kiểm soát,Trả lãi tiền gửi,(96),(217),,-96.0,-217.0
Ban Tổng Giám đốc,Các bên liên quan khác > Ban Tổng Giám đốc,Ban Tổng Giám đốc,Nhận tiền gửi không kỳ hạn,127.155,53.236,,127155.0,53236.0
Ban Tổng Giám đốc,Các bên liên quan khác > Ban Tổng Giám đốc,Ban Tổng Giám đốc,Rút tiền gửi không kỳ hạn,(125.663),(54.187),,-125663.0,-54187.0
Ban Tổng Giám đốc,Các bên liên quan khác > Ban Tổng Giám đốc,Ban Tổng Giám đốc,Nhận tiền gửi có kỳ hạn,18.243,4.385,,18243.0,4385.0
Ban Tổng Giám đốc,Các bên liên quan khác > Ban Tổng Giám đốc,Ban Tổng Giám đốc,Rút tiền gửi có kỳ hạn,(12.870),(4.262),,-12870.0,-4262.0
Ban Tổng Giám đốc,Các bên liên quan khác > Ban Tổng Giám đốc,Ban Tổng Giám đốc,Nhận tiền gửi tiết kiệm cókỳ hạn,395,740,,395.0,740.0
Ban Tổng Giám đốc,Các bên liên quan khác > Ban Tổng Giám đốc,Ban Tổng Giám đốc,Rút tiền gửi tiết kiệm cókỳ hạn,(1.115),,,-1115.0,
Ban Tổng Giám đốc,Các bên liên quan khác > Ban Tổng Giám đốc,Ban Tổng Giám đốc,Thu lãi cho vay,19,,,19.0,
Ban Tổng Giám đốc,Các bên liên quan khác > Ban Tổng Giám đốc,Ban Tổng Giám đốc,Trả lãi tiền gửi,(21),(45),,-21.0,-45.0
