row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Phải thu/(phải trả),Phải thu/(phải trả)_1,numeric__Các giao dịch,numeric__Phải thu/(phải trả),numeric__Phải thu/(phải trả)_1
Bên liên quan,Bên liên quan,Bên liên quan,Các giao dịch,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,,,
Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,Cổ đông lớn và các bên liên quan với cổ đông lớn,,,
Tập đoàn Geleximco - Công ty CP,Tập đoàn Geleximco - Công ty CP,Tập đoàn Geleximco - Công ty CP,Phải thu tiền bán cổ phiếu ABSĐặt cọc thuê văn phòngTiền gửiVốn góp tại Ngân hàng,35.8557.437(632)(1.322.643),35.8557.437(607)(1.322.643),,,
Malayan BankingBerhad - Maylaysia,Malayan BankingBerhad - Maylaysia,Malayan BankingBerhad - Maylaysia,Gửi tiền tại Malayan BankingBerhadTiền gửiVốn góp tại Ngân hàng,(765)5(1.696.836),(1.406)6(1.696.836),,,
Các công tyliên quan củaTập đoàn Geleximco - Công ty CP,Các công tyliên quan củaTập đoàn Geleximco - Công ty CP,Các công tyliên quan củaTập đoàn Geleximco - Công ty CP,Nhận tiền gửi có kỳ hạn vàkhông ký hạnLãi dự chỉ tiền gửi,(289.828)(46),(2.013.096)(230),,,
Công ty CP Chứngkhoản An Bình,Công ty CP Chứngkhoản An Bình,Công ty CP Chứngkhoản An Bình,Tiền gửi có kỳ hạn vàkhông ký hạnLãi dự chỉ tiền gửiDư nợ vay tại Ngân hàngLãi dự thu từ các khoản vay tạiNgân hàng,(196.577)(1.470)350.000546,(97.054)(25)350.000333,,,
Công ty CP Ô tôGEL-O&J,Công ty CP Ô tôGEL-O&J,Công ty CP Ô tôGEL-O&J,Tiền gửi có kỳ hạn vàkhông ký hạnLãi dự chỉ tiền gửi,(1.671.774)(2.805),(53.370)(43),,,
Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,Các công ty con,,,
ABBA,ABBA,ABBA,Ngân hàng góp vốnTiền gửi không kỳ hạnPhải thu cổ tức,260.000(38)210.297,260.000(677)191.595,,,
ABBAS,ABBAS,ABBAS,Tiền gửi không kỳ hạn vàkhông ký hạnLãi dự chỉ tiền gửiPhải trả phí dịch vụ bảo vệ,(9.558)(6)(5.671),(9.789)(2)(4.917),,,
