row_label_raw,row_label_full,col_0,Năm nayTriệu đồng,Năm trướcTriệu đồng,numeric__Năm nayTriệu đồng,numeric__Năm trướcTriệu đồng
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,3.460.281,650.071,3460281.0,650071.0
Thu nhập từ bán nợ,Thu nhập từ bán nợ,Thu nhập từ bán nợ,3.187.102,306.247,3187102.0,306247.0
Thu lãi từ các khoản nợ đã xử lý,Thu lãi từ các khoản nợ đã xử lý,Thu lãi từ các khoản nợ đã xử lý,207.490,196.165,207490.0,196165.0
Thu nhập khác (VAMC),Thu nhập khác (VAMC),Thu nhập khác (VAMC),51.184,-,51184.0,
Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,Thu nhập từ thanh lý tài sản,830,100.787,830.0,100787.0
Hoàn ứng chi phí hoạt động,Hoàn ứng chi phí hoạt động,Hoàn ứng chi phí hoạt động,-,3.306,,3306.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,13.675,43.566,13675.0,43566.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(156.088),(31.142),-156088.0,-31142.0
Lỗ thanh lý tài sản gần nợ,Lỗ thanh lý tài sản gần nợ,Lỗ thanh lý tài sản gần nợ,(67.205),-,-67205.0,
Chi công tác xã hội,Chi công tác xã hội,Chi công tác xã hội,(1.958),(7.225),-1958.0,-7225.0
Lỗ từ hoàn đối lãi suất,Lỗ từ hoàn đối lãi suất,Lỗ từ hoàn đối lãi suất,(2.231),(465),-2231.0,-465.0
Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,Chi về các công cụ tài chính phải sinh khác,(15.991),(3.706),-15991.0,-3706.0
Chi phí khác,Chi phí khác,Chi phí khác,(68.703),(19.746),-68703.0,-19746.0
,,,3.304.193,618.929,3304193.0,618929.0
