row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải thu giao dịch thể,Phải thu giao dịch thể,Phải thu giao dịch thể,973.742,391.637,973742.0,391637.0
Tạm ứng chỉ phí hoạt động cho đối tác,Tạm ứng chỉ phí hoạt động cho đối tác,Tạm ứng chỉ phí hoạt động cho đối tác,328.175,290.402,328175.0,290402.0
Phải thu cổ tức ABBA - công ty con,Phải thu cổ tức ABBA - công ty con,Phải thu cổ tức ABBA - công ty con,210.297,191.595,210297.0,191595.0
Mua sắm tài sản cố định (i),Mua sắm tài sản cố định (i),Mua sắm tài sản cố định (i),173.758,159.392,173758.0,159392.0
Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,Tạm ứng hoạt động nghiệp vụ,162.784,150.647,162784.0,150647.0
Phải thu hoạt động chuyển nhượng bất động sản,Phải thu hoạt động chuyển nhượng bất động sản,Phải thu hoạt động chuyển nhượng bất động sản,135.000,135.000,135000.0,135000.0
Tài sán thiếu chờ xử lý,Tài sán thiếu chờ xử lý,Tài sán thiếu chờ xử lý,119.314,21.144,119314.0,21144.0
"Đặt cọc, ký quỹ, thế chấp, cảm cổ","Đặt cọc, ký quỹ, thế chấp, cảm cổ","Đặt cọc, ký quỹ, thế chấp, cảm cổ",84.442,75.255,84442.0,75255.0
Phải thu bán chứng khoán (ii),Phải thu bán chứng khoán (ii),Phải thu bán chứng khoán (ii),35.857,35.857,35857.0,35857.0
Phải thu từ nghiệp vụ bán nợ (iii),Phải thu từ nghiệp vụ bán nợ (iii),Phải thu từ nghiệp vụ bán nợ (iii),25.830,303.559,25830.0,303559.0
Phải thu Công ty Cổ phần Đầu tư Bất động sảnAn Bình (iv),Phải thu Công ty Cổ phần Đầu tư Bất động sảnAn Bình (iv),Phải thu Công ty Cổ phần Đầu tư Bất động sảnAn Bình (iv),13.245,13.245,13245.0,13245.0
Phải thu tiền đặt cọc quyền mua cổ phần Công tyCổ phần Dược phẩm Viễn Đông (DVD) (v),Phải thu tiền đặt cọc quyền mua cổ phần Công tyCổ phần Dược phẩm Viễn Đông (DVD) (v),Phải thu tiền đặt cọc quyền mua cổ phần Công tyCổ phần Dược phẩm Viễn Đông (DVD) (v),5.225,5.225,5225.0,5225.0
Phải thu liên quan đến góp vốn đầu tư -EVN Tây Nguyên,Phải thu liên quan đến góp vốn đầu tư -EVN Tây Nguyên,Phải thu liên quan đến góp vốn đầu tư -EVN Tây Nguyên,3.333,3.333,3333.0,3333.0
Phải thu nghiệp vụ liên quan LC UPAS,Phải thu nghiệp vụ liên quan LC UPAS,Phải thu nghiệp vụ liên quan LC UPAS,-,82.982,,82982.0
Phải thu cổ tức EVN,Phải thu cổ tức EVN,Phải thu cổ tức EVN,-,2.646,,2646.0
Các khoản phải thu khác,Các khoản phải thu khác,Các khoản phải thu khác,30.077,64.465,30077.0,64465.0
,,,2.301.079,1.926.384,2301079.0,1926384.0
