row_label_raw,row_label_full,Tiền thuần từ hoạt động tài chính,col_1,-,-_1,numeric__col_1,numeric__-,numeric__-_1
Tiền thuần trong năm,Tiền thuần trong năm,Tiền thuần trong năm,,760.471,6.921.938,,760471.0,6921938.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,33,46.862.957,39.941.019,33.0,46862957.0,39941019.0
Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,33,47.623.428,46.862.957,33.0,47623428.0,46862957.0
