row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2025%/năm,Ngày 31 tháng 12năm 2024%/năm,numeric__Ngày 31 tháng 12năm 2025%/năm,numeric__Ngày 31 tháng 12năm 2024%/năm
Bảng VND,Bảng VND,Bảng VND,"5,30 - 10,00","3,80 - 5,55",,
Bảng ngoại tệ,Bảng ngoại tệ,Bảng ngoại tệ,"3,95 - 4,15","4,50 - 5,10",,
