row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,,
Tiền gửi không kỳ hạn,Tiền gửi tại các TCTD khác > Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,1.132.900,486.651,1132900.0,486651.0
- Băng VND,Tiền gửi tại các TCTD khác > - Băng VND,- Băng VND,443.334,12.421,443334.0,12421.0
- Băng ngoại tệ,Tiền gửi tại các TCTD khác > - Băng ngoại tệ,- Băng ngoại tệ,689.566,474.230,689566.0,474230.0
Tiền gửi có kỳ hạn,Tiền gửi tại các TCTD khác > Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,32.975.118,43.390.643,32975118.0,43390643.0
- Băng VND,Tiền gửi tại các TCTD khác > - Băng VND,- Băng VND,31.923.118,33.959.343,31923118.0,33959343.0
- Băng ngoại tệ,Tiền gửi tại các TCTD khác > - Băng ngoại tệ,- Băng ngoại tệ,1.052.000,9.431.300,1052000.0,9431300.0
,,,34.108.018,43.877.294,34108018.0,43877294.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,,
- Băng VND,Cho vay các TCTD khác > - Băng VND,- Băng VND,-,449.633,,449633.0
,,,-,449.633,,449633.0
,,,34.108.018,44.326.927,34108018.0,44326927.0
