row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Rủi ro tin dụng liên quan đến các tài sản nội bảng,Rủi ro tin dụng liên quan đến các tài sản nội bảng,Rủi ro tin dụng liên quan đến các tài sản nội bảng,Rủi ro tin dụng liên quan đến các tài sản nội bảng,Rủi ro tin dụng liên quan đến các tài sản nội bảng,,
Tiền gửi tại các TCTD khác,Rủi ro tin dụng liên quan đến các tài sản nội bảng > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,34.108.018,44.326.927,34108018.0,44326927.0
Cho vay khách hàng,Rủi ro tin dụng liên quan đến các tài sản nội bảng > Cho vay khách hàng,Cho vay khách hàng,113.891.373,98.738.176,113891373.0,98738176.0
- Cho vay khách hàng cá nhân,Rủi ro tin dụng liên quan đến các tài sản nội bảng > - Cho vay khách hàng cá nhân,- Cho vay khách hàng cá nhân,63.229.925,43.320.412,63229925.0,43320412.0
- Cho vay khách hàng tổ chức,Rủi ro tin dụng liên quan đến các tài sản nội bảng > - Cho vay khách hàng tổ chức,- Cho vay khách hàng tổ chức,50.661.448,55.417.764,50661448.0,55417764.0
Hoạt động mua nợ,Rủi ro tin dụng liên quan đến các tài sản nội bảng > Hoạt động mua nợ,Hoạt động mua nợ,5.558.240,6.239.861,5558240.0,6239861.0
Chứng khoán đầu tư,Rủi ro tin dụng liên quan đến các tài sản nội bảng > Chứng khoán đầu tư,Chứng khoán đầu tư,49.798.155,21.940.665,49798155.0,21940665.0
- Chứng khoán nợ - sẵn sàng để bán,Rủi ro tin dụng liên quan đến các tài sản nội bảng > - Chứng khoán nợ - sẵn sàng để bán,- Chứng khoán nợ - sẵn sàng để bán,48.482.000,17.767.222,48482000.0,17767222.0
- Chứng khoán nợ - giữ đến ngày đáo hạn,Rủi ro tin dụng liên quan đến các tài sản nội bảng > - Chứng khoán nợ - giữ đến ngày đáo hạn,- Chứng khoán nợ - giữ đến ngày đáo hạn,1.316.155,4.173.443,1316155.0,4173443.0
Tài sản tài chính khác,Rủi ro tin dụng liên quan đến các tài sản nội bảng > Tài sản tài chính khác,Tài sản tài chính khác,3.313.514,2.298.878,3313514.0,2298878.0
Rủi ro tin dụng liên quan đến các tài sảnngoại bảng,Rủi ro tin dụng liên quan đến các tài sảnngoại bảng,Rủi ro tin dụng liên quan đến các tài sảnngoại bảng,Rủi ro tin dụng liên quan đến các tài sảnngoại bảng,Rủi ro tin dụng liên quan đến các tài sảnngoại bảng,,
Cam kết cho vay không huỷ ngang,Rủi ro tin dụng liên quan đến các tài sảnngoại bảng > Cam kết cho vay không huỷ ngang,Cam kết cho vay không huỷ ngang,4.415,3.497,4415.0,3497.0
Các cam kết trong thư tín dụng,Rủi ro tin dụng liên quan đến các tài sảnngoại bảng > Các cam kết trong thư tín dụng,Các cam kết trong thư tín dụng,1.163.547,1.698.436,1163547.0,1698436.0
Các hợp đồng bảo lãnh tài chính,Rủi ro tin dụng liên quan đến các tài sảnngoại bảng > Các hợp đồng bảo lãnh tài chính,Các hợp đồng bảo lãnh tài chính,8.778.154,6.943.369,8778154.0,6943369.0
Cam kết khác,Rủi ro tin dụng liên quan đến các tài sảnngoại bảng > Cam kết khác,Cam kết khác,-,1.014.680,,1014680.0
