row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu đồng,%,Triệu đồng,%,,,,
"Bán buôn và bán lẻ; sửa chữa mô tô, ô tô, xe máy và xe có đông cơ khác","Bán buôn và bán lẻ; sửa chữa mô tô, ô tô, xe máy và xe có đông cơ khác","Bán buôn và bán lẻ; sửa chữa mô tô, ô tô, xe máy và xe có đông cơ khác",27.203.176,"23,89",15.350.871,"15,55",27203176.0,23.89,15350871.0,15.55
"Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",13.419.895,"11,78",11.179.833,"11,32",13419895.0,11.78,11179833.0,11.32
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,8.069.127,"7,08",6.971.186,"7,06",8069127.0,7.08,6971186.0,7.06
Xây dựng,Xây dựng,Xây dựng,6.873.109,"6,03",7.681.082,"7,78",6873109.0,6.03,7681082.0,7.78
"Hoạt động tải chính, ngân hàng và bảo hiểm","Hoạt động tải chính, ngân hàng và bảo hiểm","Hoạt động tải chính, ngân hàng và bảo hiểm",2.890.704,"2,54",4.275.573,"4,33",2890704.0,2.54,4275573.0,4.33
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",1.231.152,"1,08",149.846,"0,15",1231152.0,1.08,149846.0,0.15
"Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",1.061.488,"0,93",1.886.807,"1,91",1061488.0,0.93,1886807.0,1.91
"Hoạt động chuyên môn, khoa học, công nghệ","Hoạt động chuyên môn, khoa học, công nghệ","Hoạt động chuyên môn, khoa học, công nghệ",874.252,"0,77",493.490,"0,50",874252.0,0.77,493490.0,0.5
Vận tải kho bãi,Vận tải kho bãi,Vận tải kho bãi,697.059,"0,61",447.202,"0,45",697059.0,0.61,447202.0,0.45
"Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hóa không khí","Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hóa không khí","Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hóa không khí",640.008,"0,56",930.574,"0,94",640008.0,0.56,930574.0,0.94
Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,Dịch vụ lưu trú và ăn uống,605.098,"0,53",43.092,"0,04",605098.0,0.53,43092.0,0.04
Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,491.928,"0,43",352.129,"0,36",491928.0,0.43,352129.0,0.36
Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,422.090,"0,37",285.138,"0,29",422090.0,0.37,285138.0,0.29
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,290.139,"0,25",45.999,"0,05",290139.0,0.25,45999.0,0.05
Thông tin và truyền thông,Thông tin và truyền thông,Thông tin và truyền thông,142.604,"0,13",2.609.604,"2,64",142604.0,0.13,2609604.0,2.64
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",108.703,"0,10",36.023,"0,04",108703.0,0.1,36023.0,0.04
"Hoạt động của Đảng Công sản, tổ chức chính trị - xã hội, quản lý nhà nước, an ninh quốc phòng; bảo đảm xã hội bất buộc","Hoạt động của Đảng Công sản, tổ chức chính trị - xã hội, quản lý nhà nước, an ninh quốc phòng; bảo đảm xã hội bất buộc","Hoạt động của Đảng Công sản, tổ chức chính trị - xã hội, quản lý nhà nước, an ninh quốc phòng; bảo đảm xã hội bất buộc",16.060,"0,01",1.730,"0,00",16060.0,0.01,1730.0,0.0
Khai khoáng,Khai khoáng,Khai khoáng,12.720,"0,01",124.421,"0,13",12720.0,0.01,124421.0,0.13
"Hoạt động của các tổ chức, cơ quan quốc tế","Hoạt động của các tổ chức, cơ quan quốc tế","Hoạt động của các tổ chức, cơ quan quốc tế",2.110,"0,00",-,"0,00",2110.0,0.0,,0.0
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",-,"0,00",475,"0,00",,0.0,475.0,0.0
Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,2.846.936,"2,50",2.552.689,"2,59",2846936.0,2.5,2552689.0,2.59
Cho vay cá nhân,Cho vay cá nhân,Cho vay cá nhân,45.993.015,40,43.320.412,"43,87",45993015.0,40.0,43320412.0,43.87
,,,113.891.373,100,98.738.176,100,113891373.0,100.0,98738176.0,100.0
