row_label_raw,row_label_full,Chỉ tiêu > Số đầu năm > Lợi nhuận trong năm,Vốn điều lệ (*) Triệu đồng > 10.350.368 > -,Thăng dư vốn cổ phần Triệu đồng > 34.279 > -,Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng > 229.669 > -,Quỹ dự phòng tài chính Triệu đồng > 961.958 > -,Quỹ khác thuộc vốn chủ sở hữu Triệu đồng > 18.108 > -,Lợi nhuận chưa phân phối Triệu đồng > 2.342.454 > 2.797.718,Tổng cộng Triệu đồng > 13.936.836 > 2.797.718,numeric__Vốn điều lệ (*) Triệu đồng > 10.350.368 > -,numeric__Thăng dư vốn cổ phần Triệu đồng > 34.279 > -,numeric__Quỹ dự trữ bổ sung vốn điều lệ Triệu đồng > 229.669 > -,numeric__Quỹ dự phòng tài chính Triệu đồng > 961.958 > -,numeric__Quỹ khác thuộc vốn chủ sở hữu Triệu đồng > 18.108 > -,numeric__Lợi nhuận chưa phân phối Triệu đồng > 2.342.454 > 2.797.718,numeric__Tổng cộng Triệu đồng > 13.936.836 > 2.797.718
Trích quỹ khen,Trích quỹ khen,Trích quỹ khen,,,,,,,,,,,,,,
"thường, phúc lợi","Trích quỹ khen > thường, phúc lợi","thường, phúc lợi",-,-,-,-,-,(31.361),(31.361),,,,,,-31361.0,-31361.0
Trích lập các quỹ,Trích quỹ khen > Trích lập các quỹ,Trích lập các quỹ,-,-,279.772,251.795,-,(531.567),-,,,279772.0,251795.0,,-531567.0,
Số cuối năm,Trích quỹ khen > Số cuối năm,Số cuối năm,10.350.368,34.279,509.441,1.213.753,18.108,4.577.244,16.703.193,10350368.0,34279.0,509441.0,1213753.0,18108.0,4577244.0,16703193.0
