row_label_raw,row_label_full,col_0,Số cuối năm%/năm,Số đầu năm%/năm,numeric__Số cuối năm%/năm,numeric__Số đầu năm%/năm
Chủng chỉ tiền gửi bằng VND,Chủng chỉ tiền gửi bằng VND,Chủng chỉ tiền gửi bằng VND,Chủng chỉ tiền gửi bằng VND,Chủng chỉ tiền gửi bằng VND,,
Dưới 12 tháng,Dưới 12 tháng,Dưới 12 tháng,"5,70 - 7,00","5,10 - 6,00",,
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,"0,00 - 7,50",Không phát sinh,,
Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,,
Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,Từ 12 tháng đến dưới 5 năm,"5,50 - 6,00","5,50 - 7,00",,
Từ 5 năm trở lên,Từ 12 tháng đến dưới 5 năm > Từ 5 năm trở lên,Từ 5 năm trở lên,"7,48 - 8,50","8,50",,8.5
