row_label_raw,row_label_full,col_0,Thuyết minh,Số cuối năm Triệu đồng,Số đầu năm Triệu đồng,numeric__Thuyết minh,numeric__Số cuối năm Triệu đồng,numeric__Số đầu năm Triệu đồng
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,
Tiền mặt,TÀI SẢN > Tiền mặt,Tiền mặt,5,493.695,315.917,5.0,493695.0,315917.0
"Tiền gửi tại Ngân hàng Nhà nước Việt Nam (""NHNN"")","TÀI SẢN > Tiền gửi tại Ngân hàng Nhà nước Việt Nam (""NHNN"")","Tiền gửi tại Ngân hàng Nhà nước Việt Nam (""NHNN"")",6,13.021.715,2.669.746,6.0,13021715.0,2669746.0
"Tiền gửi và cho vay các tổ chức tin dụng (""TCTD"") khác","TÀI SẢN > Tiền gửi và cho vay các tổ chức tin dụng (""TCTD"") khác","Tiền gửi và cho vay các tổ chức tin dụng (""TCTD"") khác",7,34.108.018,44.326.927,7.0,34108018.0,44326927.0
Tiền gửi tại các TCTD khác,TÀI SẢN > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,,34.108.018,43.877.294,,34108018.0,43877294.0
Cho vay các TCTD khác,TÀI SẢN > Cho vay các TCTD khác,Cho vay các TCTD khác,,-,449.633,,,449633.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,,112.691.295,97.032.286,,112691295.0,97032286.0
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,8,113.891.373,98.738.176,8.0,113891373.0,98738176.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,9,(1.200.078),(1.705.890),9.0,-1200078.0,-1705890.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,10,5.516.553,6.193.062,10.0,5516553.0,6193062.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,5.558.240,6.239.861,,5558240.0,6239861.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,9,(41.687),(46.799),9.0,-41687.0,-46799.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,11,49.232.255,20.922.414,11.0,49232255.0,20922414.0
Chứng khoán đầu tư sẵn sàng để bán,TÀI SẢN > Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,11.1,48.482.000,17.767.222,111.0,48482000.0,17767222.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,11.2,1.316.155,4.173.443,112.0,1316155.0,4173443.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,11.5,(565.900),(1.018.251),115.0,-565900.0,-1018251.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",12,318.791,318.791,12.0,318791.0,318791.0
Đầu tư vào công ty con,TÀI SẢN > Đầu tư vào công ty con,Đầu tư vào công ty con,,260.000,260.000,,260000.0,260000.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,58.791,58.791,,58791.0,58791.0
Tải sản cố định,TÀI SẢN > Tải sản cố định,Tải sản cố định,,1.103.384,1.067.014,,1103384.0,1067014.0
