row_label_raw,row_label_full,col_0,Số cuối năm%/năm,Số đầu năm%/năm,numeric__Số cuối năm%/năm,numeric__Số đầu năm%/năm
Bảng VND,Bảng VND,Bảng VND,"4,4 - 14,4","6,80 - 9,00",,
Bảng ngoại tệ,Bảng VND > Bảng ngoại tệ,Bảng ngoại tệ,"5,00","5,40",5.0,5.4
