row_label_raw,row_label_full,col_0,Dự phòngcu thểTriệu đồng,Dự phòngchungTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòngcu thểTriệu đồng,numeric__Dự phòngchungTriệu đồng,numeric__Tổng cộngTriệu đồng
Số đầu năm,Số đầu năm,Số đầu năm,981.156,724.734,1.705.890,981156.0,724734.0,1705890.0
Số trích lập dự phòng rủi ro,Số trích lập dự phòng rủi ro,Số trích lập dự phòng rủi ro,41.647,125.183,166.830,41647.0,125183.0,166830.0
Giảm dự phòng nhận thanh lý từ VAMCvà bản nợ trong năm,Giảm dự phòng nhận thanh lý từ VAMCvà bản nợ trong năm,Giảm dự phòng nhận thanh lý từ VAMCvà bản nợ trong năm,(84.091),-,(84.091),-84091.0,,-84091.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(588.551),-,(588.551),-588551.0,,-588551.0
Số cuối năm,Số cuối năm,Số cuối năm,350.161,849.917,1.200.078,350161.0,849917.0,1200078.0
