row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,Năm 2021 > VND,Năm 2020 > VND,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2021 > VND,numeric__Năm 2020 > VND
,,,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,Lưu chuyển tiền từ hoạt động kinh doanh,,,,
01,01,01,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,5.394.377.108.860,5.446.154.834.581,,,5394377108860.0,5446154834581.0
02,02,02,Chi phí lãi và các chi phí tương tự đã trả,,(4.151.228.947.341),(4.248.856.932.489),,,-4151228947341.0,-4248856932489.0
03,03,03,Thu nhập từ hoạt động dịch vụ nhận được,,40.814.909.584,16.500.679.295,,,40814909584.0,16500679295.0
04,04,04,"Chênh lệch số tiền thực thu/thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,127.675.832.448,51.355.012.776,,,127675832448.0,51355012776.0
05,05,05,Thu nhập khác,,113.631.551.678,324.639.103.101,,,113631551678.0,324639103101.0
06,06,06,"Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro",,136.221.089.932,30.611.642.463,,,136221089932.0,30611642463.0
07,07,07,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(635.199.287.929),(595.282.519.725),,,-635199287929.0,-595282519725.0
08,08,08,Tiền thuế thu nhập thực nộp trong năm,,(165.065.711.232),(76.334.875.391),,,-165065711232.0,-76334875391.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,861.226.546.000,948.786.944.611,,,861226546000.0,948786944611.0
,,,Những thay đổi về tài sản hoạt động,,,,,,,
09,09,09,(Tăng)/Giảm các khoản tiền gửi và cho vay các tổ chức tín dụng khác,,(75.000.000.000),100.000.000.000,,,-75000000000.0,100000000000.0
10,10,10,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,,3.628.847.482.798,1.865.054.881.496,,,3628847482798.0,1865054881496.0
11,11,11,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,1.550.189.008,43.572.670.484,,,1550189008.0,43572670484.0
12,12,12,(Tăng)/Giảm các khoản cho vay khách hàng,,(6.080.188.540.864),(5.753.270.399.593),,,-6080188540864.0,-5753270399593.0
13,13,13,Giảm nguồn dự phòng để bù đáp tổn thất các khoản,,(161.180.421.276),(1.475.928.935.335),,,-161180421276.0,-1475928935335.0
14,14,14,(Tăng)/Giảm khác về tài sản hoạt động,,(4.398.426.368.920),(2.712.119.122.848),,,-4398426368920.0,-2712119122848.0
,,,Những thay đổi về công nợ hoạt động,,,,,,,
16,16,16,"Tăng/(Giảm) các khoản tiền gửi, tiền vay các tổ chức tín dụng",,5.030.116.493.907,(3.249.481.961.768),,,5030116493907.0,-3249481961768.0
17,17,17,Tăng/(Giảm) tiền gửi của khách hàng (bao gồm cả Kho Bạc Nhà nước),,8.419.139.177.594,11.843.149.228.913,,,8419139177594.0,11843149228913.0
18,18,18,Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,524.391.601.265,108.290.270.420,,,524391601265.0,108290270420.0
19,19,19,"Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà tổ chức tín dụng chịu rủi ro",,-,(6.546.256.000),,,,-6546256000.0
21,21,21,Tăng/(Giảm) khác về công nợ hoạt động,,79.026.024.477,105.513.730.331,,,79026024477.0,105513730331.0
22,22,22,Chi từ các quỹ của tổ chức tín dụng,,(701.000.000),-,,,-701000000.0,
I,I,I,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,7.828.801.183.989,1.817.021.050.711,,,7828801183989.0,1817021050711.0
,,,Lưu chuyển tiền từ hoạt động đầu tư,,,,,,,
01,01,01,Mua sắm tài sản cố định,,(31.022.680.247),(32.643.122.727),,,-31022680247.0,-32643122727.0
02,02,02,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",,67.500.000,19.590.909,,,67500000.0,19590909.0
05,05,05,"Tiền thu từ bán, thanh lý bất động sản đầu tư",,-,3.034.540.000,,,,3034540000.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",,-,199.500.000.000,,,,199500000000.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,2.649.145.026,47.822.955.000,,,2649145026.0,47822955000.0
