row_label_raw,row_label_full,Công ty,31/12/2021,31/12/2021_1,31/12/2020,31/12/2020_1,numeric__31/12/2021,numeric__31/12/2021_1,numeric__31/12/2020,numeric__31/12/2020_1
Công ty,Công ty,Công ty,Giá gốc,Tỷ lệ nắm giữ,Giá gốc,Tỷ lệ nằm giữ,,,,
,,,VND,%,VND,%,,,,
- Quỹ Bảo lãnh cho các Doanh nghiệp vừa và nhỏ TP.HCM,Công ty > - Quỹ Bảo lãnh cho các Doanh nghiệp vừa và nhỏ TP.HCM,- Quỹ Bảo lãnh cho các Doanh nghiệp vừa và nhỏ TP.HCM,500.000.000,"0,22",500.000.000,"0,22",500000000.0,0.22,500000000.0,0.22
- Công ty Cổ phần Thương mại quốc tế (ITC),Công ty > - Công ty Cổ phần Thương mại quốc tế (ITC),- Công ty Cổ phần Thương mại quốc tế (ITC),904.720.000,"10,00",904.720.000,"10,00",904720000.0,10.0,904720000.0,10.0
- Công ty Cổ phần Kim Hoàn Sài Gòn (SJC),Công ty > - Công ty Cổ phần Kim Hoàn Sài Gòn (SJC),- Công ty Cổ phần Kim Hoàn Sài Gòn (SJC),672.000.000,"8,00",672.000.000,"8,00",672000000.0,8.0,672000000.0,8.0
- Công ty Cổ phần Thanh toán Quốc gia Việt Nam (Napas),Công ty > - Công ty Cổ phần Thanh toán Quốc gia Việt Nam (Napas),- Công ty Cổ phần Thanh toán Quốc gia Việt Nam (Napas),2.000.000.000,"0,83",2.000.000.000,"0,83",2000000000.0,0.83,2000000000.0,0.83
- Công ty Cổ phần Nước khoáng Vĩnh Hảo,Công ty > - Công ty Cổ phần Nước khoáng Vĩnh Hảo,- Công ty Cổ phần Nước khoáng Vĩnh Hảo,15.565.380.000,"4,23",15.565.380.000,"4,23",15565380000.0,4.23,15565380000.0,4.23
- Công ty Cổ phần Kỹ thuật Công nghệ Sài Gòn (Techgel),Công ty > - Công ty Cổ phần Kỹ thuật Công nghệ Sài Gòn (Techgel),- Công ty Cổ phần Kỹ thuật Công nghệ Sài Gòn (Techgel),8.867.910.000,"5,30",8.867.910.000,"5,30",8867910000.0,5.3,8867910000.0,5.3
- Công ty Cổ phần Đầu tư Công nghiệp Hóa chất Lào Cai,Công ty > - Công ty Cổ phần Đầu tư Công nghiệp Hóa chất Lào Cai,- Công ty Cổ phần Đầu tư Công nghiệp Hóa chất Lào Cai,330.000.000,"0,11",330.000.000,"0,11",330000000.0,0.11,330000000.0,0.11
- Công ty Cổ phần Khoáng sản Yên Bái VPG,Công ty > - Công ty Cổ phần Khoáng sản Yên Bái VPG,- Công ty Cổ phần Khoáng sản Yên Bái VPG,41.850.000.000,"10,92",41.850.000.000,"10,92",41850000000.0,10.92,41850000000.0,10.92
- Công ty Cổ phần Sài Gòn Đầu Tư Kỹ Thuật Xây dựng (ECI-Sài Gòn),Công ty > - Công ty Cổ phần Sài Gòn Đầu Tư Kỹ Thuật Xây dựng (ECI-Sài Gòn),- Công ty Cổ phần Sài Gòn Đầu Tư Kỹ Thuật Xây dựng (ECI-Sài Gòn),10.183.620.000,"11,00",10.183.620.000,"11,00",10183620000.0,11.0,10183620000.0,11.0
- Công ty Cổ phần Bảo Hiểm Hùng Vương,Công ty > - Công ty Cổ phần Bảo Hiểm Hùng Vương,- Công ty Cổ phần Bảo Hiểm Hùng Vương,33.000.000.000,"11,00",33.000.000.000,"11,00",33000000000.0,11.0,33000000000.0,11.0
,,,113.873.630.000,,113.873.630.000,,113873630000.0,,113873630000.0,
