row_label_raw,row_label_full,col_0,Khu vực miền Bắc > Năm nay/Cuối nămTriệu VND,Khu vực miền Bắc > Năm trước/Dầu nămTriệu VND,Khu vực miền Trung > Năm nay/Cuối nămTriệu VND,Khu vực miền Trung > Năm trước/Dầu nămTriệu VND,Khu vực miền Nam > Năm nay/Cuối nămTriệu VND,Khu vực miền Nam > Năm trước/Dầu nămTriệu VND,Điều chỉnh > Năm nay/Cuối nămTriệu VND,Điều chỉnh > Năm trước/Dầu nămTriệu VND,Tổng cộng > Năm nay/Cuối nămTriệu VND,Tổng cộng > Năm trước/Dầu nămTriệu VND,numeric__Khu vực miền Bắc > Năm nay/Cuối nămTriệu VND,numeric__Khu vực miền Bắc > Năm trước/Dầu nămTriệu VND,numeric__Khu vực miền Trung > Năm nay/Cuối nămTriệu VND,numeric__Khu vực miền Trung > Năm trước/Dầu nămTriệu VND,numeric__Khu vực miền Nam > Năm nay/Cuối nămTriệu VND,numeric__Khu vực miền Nam > Năm trước/Dầu nămTriệu VND,numeric__Điều chỉnh > Năm nay/Cuối nămTriệu VND,numeric__Điều chỉnh > Năm trước/Dầu nămTriệu VND,numeric__Tổng cộng > Năm nay/Cuối nămTriệu VND,numeric__Tổng cộng > Năm trước/Dầu nămTriệu VND
Tài sản,Tài sản,Tài sản,80.981.810,64.768.103,5.456.823,5.536.514,14.594.636,16.224.733,-,-,101.033.269,86.529.350,80981810.0,64768103.0,5456823.0,5536514.0,14594636.0,16224733.0,,,101033269.0,86529350.0
1. Tiền mặt,1. Tiền mặt,1. Tiền mặt,177.346,94.351,77.505,65.884,143.791,135.511,-,-,398.642,295.746,177346.0,94351.0,77505.0,65884.0,143791.0,135511.0,,,398642.0,295746.0
2. Tài sản cố định,2. Tài sản cố định,2. Tài sản cố định,94.843,121.546,40.031,29.074,77.579,57.105,-,-,212.453,207.725,94843.0,121546.0,40031.0,29074.0,77579.0,57105.0,,,212453.0,207725.0
3. Tài sản khác,3. Tài sản khác,3. Tài sản khác,80.709.621,64.552.206,5.339.287,5.441.556,14.373.266,16.032.117,-,-,100.422.174,86.025.879,80709621.0,64552206.0,5339287.0,5441556.0,14373266.0,16032117.0,,,100422174.0,86025879.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,50.079.270,42.230.108,16.345.773,13.897.979,28.222.408,24.677.335,-,-,94.647.451,80.805.422,50079270.0,42230108.0,16345773.0,13897979.0,28222408.0,24677335.0,,,94647451.0,80805422.0
1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,1. Nợ phải trả khách hàng bên ngoài,49.650.307,41.860.635,16.339.081,13.892.770,28.160.660,24.645.704,-,-,94.150.048,80.399.109,49650307.0,41860635.0,16339081.0,13892770.0,28160660.0,24645704.0,,,94150048.0,80399109.0
3. Nợ phải trả khác,3. Nợ phải trả khác,3. Nợ phải trả khác,428.963,369.473,6.692,5.209,61.748,31.631,-,-,497.403,406.313,428963.0,369473.0,6692.0,5209.0,61748.0,31631.0,,,497403.0,406313.0
