row_label_raw,row_label_full,Ông Nguyễn Văn Trọng,Quyền Tổng Giám đốc > Phó Tổng Giám đốc phụ trách điều hành,(Bổ nhiệm ngày 08 tháng 09 năm 2021) > (Miễn nhiệm ngày 08 tháng 09 năm 2021),numeric__Quyền Tổng Giám đốc > Phó Tổng Giám đốc phụ trách điều hành,numeric__(Bổ nhiệm ngày 08 tháng 09 năm 2021) > (Miễn nhiệm ngày 08 tháng 09 năm 2021)
Ông Phạm Linh,Ông Phạm Linh,Ông Phạm Linh,Phó Tổng Giám đốc,,,
Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Ông Trần Tiến Dũng,Phó Tổng Giám đốc,,,
Ông Lê Minh Huấn,Ông Lê Minh Huấn,Ông Lê Minh Huấn,Phó Tổng Giám đốc,,,
Ông Cù Anh Tuấn,Ông Cù Anh Tuấn,Ông Cù Anh Tuấn,Phó Tổng Giám đốc,,,
Ông Phương Thành Long,Ông Phương Thành Long,Ông Phương Thành Long,Phó Tổng Giám đốc,(Miễn nhiệm ngày 08 tháng 09 năm 2021),,
Ông Nguyễn Thành Công,Ông Nguyễn Thành Công,Ông Nguyễn Thành Công,Kế toán trường,(Bổ nhiệm ngày 08 tháng 09 năm 2021),,
