row_label_raw,row_label_full,col_0,31/12/2021,31/12/2020,numeric__31/12/2021,numeric__31/12/2020
,,,VND,VND,,
Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,21.919.258.728.574,13.601.194.237.235,21919258728574.0,13601194237235.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,6.009.258.728.574,17.152.237.235,6009258728574.0,17152237235.0
- Bằng VND,- Bằng VND,- Bằng VND,6.009.258.728.574,17.152.237.235,6009258728574.0,17152237235.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,15.910.000.000.000,13.584.042.000.000,15910000000000.0,13584042000000.0
- Bằng VND,- Bằng VND,- Bằng VND,15.910.000.000.000,11.783.412.000.000,15910000000000.0,11783412000000.0
- Bằng ngoại hối,- Bằng ngoại hối,- Bằng ngoại hối,-,1.800.630.000.000,,1800630000000.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,1.277.851.503.695,4.565.799.501.127,1277851503695.0,4565799501127.0
Bằng VND,Bằng VND,Bằng VND,1.102.026.658.464,4.562.961.759.264,1102026658464.0,4562961759264.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,175.824.845.231,2.837.741.863,175824845231.0,2837741863.0
,,,23.197.110.232.269,18.166.993.738.362,23197110232269.0,18166993738362.0
