row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,Năm 2021 > VND,Năm 2020 > VND,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm 2021 > VND,numeric__Năm 2020 > VND
II,II,II,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(28.306.035.221),217.733.963.182,,,-28306035221.0,217733963182.0
II,II,II,Lưu chuyển tiền từ hoạt động tài chính,,,,,,,
01,II > 01,01,Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,-,949.645.200.000,,,,949645200000.0
III,II > III,III,Lưu chuyển tiền thuần từ hoạt động tài chính,,-,949.645.200.000,,,,949645200000.0
IV,II > IV,IV,Lưu chuyển tiền thuần trong năm,,7.800.495.148.768,2.984.400.213.893,,,7800495148768.0,2984400213893.0
V,II > V,V,Tiền và các khoản tương đương tiền tại thời điểm đầu năm,,17.669.481.628.405,14.685.081.414.512,,,17669481628405.0,14685081414512.0
VII,II > VII,VII,Tiền và các khoản tương đương tiền tại thời điểm cuối năm,30,25.469.976.777.173,17.669.481.628.405,,30.0,25469976777173.0,17669481628405.0
