row_label_raw,row_label_full,AUD,"17.296,00",DKK,"3.684,00","numeric__17.296,00",numeric__DKK,"numeric__3.684,00"
SGD,SGD,SGD,"17.133,00",KRW,"20,45",17133.0,,20.45
GBP,GBP,GBP,"31.890,00",THB,"718,00",31890.0,,718.0
CNY,CNY,CNY,"3.560,00",,,3560.0,,
