row_label_raw,row_label_full,USD,"23.025,00",CAD,"18.567,00","numeric__23.025,00",numeric__CAD,"numeric__18.567,00"
EUR,EUR,EUR,"27.400,00",HKD,"2.965,00",27400.0,,2965.0
JPY,JPY,JPY,"208,31",CHF,"24.995,00",208.31,,24995.0
