row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,110.219.000.409,1.343.245.199,110219000409.0,1343245199.0
Lãi từ thanh lý tài sản cố định,Lãi từ thanh lý tài sản cố định,Lãi từ thanh lý tài sản cố định,99.598.856.404,-,99598856404.0,
Lãi từ thanh lý hàng hóa,Lãi từ thanh lý hàng hóa,Lãi từ thanh lý hàng hóa,4.100.590.624,-,4100590624.0,
Các khoản khác,Các khoản khác,Các khoản khác,6.519.553.381,1.343.245.199,6519553381.0,1343245199.0
Chi phí khác,Chi phí khác,Chi phí khác,(6.323.112.507),(9.879.100.156),-6323112507.0,-9879100156.0
Xóa số khoản phải thu,Xóa số khoản phải thu,Xóa số khoản phải thu,(1.250.000.000),-,-1250000000.0,
Các khoản phạt,Các khoản phạt,Các khoản phạt,(1.191.077.533),-,-1191077533.0,
Chi phí liên quan tới tài sản không sử dụng,Chi phí liên quan tới tài sản không sử dụng,Chi phí liên quan tới tài sản không sử dụng,-,(4.939.458.198),,-4939458198.0
Khác,Khác,Khác,(3.882.034.974),(4.939.641.958),-3882034974.0,-4939641958.0
LỘI NHUẬN (LỔ) KHÁC THUÀN,LỘI NHUẬN (LỔ) KHÁC THUÀN,LỘI NHUẬN (LỔ) KHÁC THUÀN,103.895.887.902,(8.535.854.957),103895887902.0,-8535854957.0
