row_label_raw,row_label_full,Ngắn hạnVay ngân hàng(Thuyết minhsố 23.1)Vay ngân hàngdài hạn đến hạn trả(Thuyết minhsố 23.2),Số đầu năm > 703.663.315.465 > 603.820.865.920 > 99.842.449.545,Tăng trong năm > 1.836.584.277.536 > 1.834.267.211.376 > -,Giảm trong năm > (1.827.639.990.505) > (1.725.480.474.800) > (99.842.449.545),Phân bổ chi phí phát hành trái phiếu > -,Phân bổ lũy kế giá trị chiết khấu > -,Phân loại lại > 426.099.384.435 > - > 124.211.111.808,Số cuối năm > 1.138.706.986.931 > 712.607.602.496 > 124.211.111.808,numeric__Số đầu năm > 703.663.315.465 > 603.820.865.920 > 99.842.449.545,numeric__Tăng trong năm > 1.836.584.277.536 > 1.834.267.211.376 > -,numeric__Giảm trong năm > (1.827.639.990.505) > (1.725.480.474.800) > (99.842.449.545),numeric__Phân bổ chi phí phát hành trái phiếu > -,numeric__Phân bổ lũy kế giá trị chiết khấu > -,numeric__Phân loại lại > 426.099.384.435 > - > 124.211.111.808,numeric__Số cuối năm > 1.138.706.986.931 > 712.607.602.496 > 124.211.111.808
Trái phiếu phát hành dài hạn đến hạn trả (Thuyếiminh số 23.3),Trái phiếu phát hành dài hạn đến hạn trả (Thuyếiminh số 23.3),Trái phiếu phát hành dài hạn đến hạn trả (Thuyếiminh số 23.3),-,-,-,-,-,297.541.148.913,297.541.148.913,,,,,,297541148913.0,297541148913.0
Nợ thuê tài chính dài hạn đến hạn trả (Thuyết minhsố 23.5),Nợ thuê tài chính dài hạn đến hạn trả (Thuyết minhsố 23.5),Nợ thuê tài chính dài hạn đến hạn trả (Thuyết minhsố 23.5),-,2.317.066.160,(2.317.066.160),-,,4.347.123.714,4.347.123.714,,2317066160.0,-2317066160.0,,,4347123714.0,4347123714.0
Dài hạnVay ngân hàng vàcác bên khác(Thuyết minhsố 23.2),Dài hạnVay ngân hàng vàcác bên khác(Thuyết minhsố 23.2),Dài hạnVay ngân hàng vàcác bên khác(Thuyết minhsố 23.2),1.608.567.727.225,277.588.201.842,(54.280.363.282),15.772.985.187,19.002.648.930,(426.099.384.435),1.440.551.815.467,1608567727225.0,277588201842.0,-54280363282.0,15772985187.0,19002648930.0,-426099384435.0,1440551815467.0
Dài hạnVay ngân hàng vàcác bên khác(Thuyết minhsố 23.2),Dài hạnVay ngân hàng vàcác bên khác(Thuyết minhsố 23.2),Dài hạnVay ngân hàng vàcác bên khác(Thuyết minhsố 23.2),582.891.034.175,260.399.995.845,(54.280.363.282),-,-,(124.211.111.808),664.799.554.930,582891034175.0,260399995845.0,-54280363282.0,,,-124211111808.0,664799554930.0
Trái phiếu phát hành(Thuyết minhsố 23.3),Trái phiếu phát hành(Thuyết minhsố 23.3),Trái phiếu phát hành(Thuyết minhsố 23.3),573.171.139.780,-,-,12.034.602.734,-,(297.541.148.913),287.664.593.601,573171139780.0,,,12034602734.0,,-297541148913.0,287664593601.0
Trái phiếu‘chuyển đổi(Thuyết minhsố 23.4),Trái phiếu‘chuyển đổi(Thuyết minhsố 23.4),Trái phiếu‘chuyển đổi(Thuyết minhsố 23.4),452.505.553.270,-,-,3.738.382.453,19.002.648.930,-,475.246.584.653,452505553270.0,,,3738382453.0,19002648930.0,,475246584653.0
Nợ thuê tài chính(Thuyết minhsố 23.5),Nợ thuê tài chính(Thuyết minhsố 23.5),Nợ thuê tài chính(Thuyết minhsố 23.5),-,17.188.205.997,-,-,-,(4.347.123.714),12.841.082.283,,17188205997.0,,,,-4347123714.0,12841082283.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.312.231.042.690,2.114.172.479.378,(1.881.920.353.787),15.772.985.187,19.002.648.930,-,2.579.258.802.398,2312231042690.0,2114172479378.0,-1881920353787.0,15772985187.0,19002648930.0,,2579258802398.0
