row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
31,31,31,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,,,
31,31 > 31,31,"Tiền thu từ phát hành cổ phiếu, trái phiếu chuyển đổi",24.1,711.036.000.000,137.648.613.977,,241.0,711036000000.0,137648613977.0
31,31 > 31,31,-Tiền thu từ phát hành cổ phiếu -Tiền thu từ phần quyền chọn của trái phiếu chuyển đổi,,711.036.000.000,-,,,711036000000.0,
33,31 > 33,33,Tiền thu từ đi vay,23,2.094.667.207.221,137.648.613.977,,23.0,2094667207221.0,137648613977.0
34,31 > 34,34,Tiền chi trả nợ gốc vay,23,(1.879.603.287.627),2.140.147.505.602,,23.0,-1879603287627.0,2140147505602.0
35,31 > 35,35,Tiền chi trả nợ gốc thuê tài chính,23,(2.317.066.160),(759.050.421.253),,23.0,-2317066160.0,-759050421253.0
36,31 > 36,36,Cổ tức đã trả cho cổ đông không kiểm soát,,(4.320.000.000),-,,,-4320000000.0,
40,31 > 40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,919.462.853.434,1.518.745.698.326,,,919462853434.0,1518745698326.0
50,31 > 50,50,Lưu chuyển tiền và tương đương tiền thuần trong năm,,53.712.166.905,(56.209.400.367),,,53712166905.0,-56209400367.0
60,31 > 60,60,Tiền và tương đương tiền đầu năm,,95.165.075.409,151.374.475.776,,,95165075409.0,151374475776.0
61,31 > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,34.692.910,-,,,34692910.0,
70,31 > 70,70,Tiền và tương đương tiền cuối năm,5,148.911.935.224,95.165.075.409,,5.0,148911935224.0,95165075409.0
