row_label_raw,row_label_full,Doanh thu bán hàng hóa,897.904.625.893,494.190.471.744,numeric__897.904.625.893,numeric__494.190.471.744
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,11.800.229.355.446,10.993.620.823.657,11800229355446.0,10993620823657.0
,,,12.698.133.981.339,11.487.811.295.401,12698133981339.0,11487811295401.0
