row_label_raw,row_label_full,col_0,Số liệu báo cáotrước đây,Điều chỉnh,Số lieutrình bày lại,numeric__Số liệu báo cáotrước đây,numeric__Điều chỉnh,numeric__Số lieutrình bày lại
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),1.575.015.720.730,-,1.575.015.720.730,1575015720730.0,,1575015720730.0
"Trích quỹ khen thưởng, phúc lợi (VND)","Trích quỹ khen thưởng, phúc lợi (VND)","Trích quỹ khen thưởng, phúc lợi (VND)",(161.665.416.151),-,(161.665.416.151),-161665416151.0,,-161665416151.0
Lợi nhuận tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận tính lãi cơ bản trên cổ phiếu (VND),Lợi nhuận tính lãi cơ bản trên cổ phiếu (VND),1.413.350.304.579,-,1.413.350.304.579,1413350304579.0,,1413350304579.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),273.616.446,54.723.092,328.339.538,273616446.0,54723092.0,328339538.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),5.165,,4.305,5165.0,,4305.0
