row_label_raw,row_label_full,col_0,Tại ngày1.1.2021VND,TăngVND,GiảmVND,Chênh lệch tỉ giáVND,Tại ngày31.12.2021VND,numeric__Tại ngày1.1.2021VND,numeric__TăngVND,numeric__GiảmVND,numeric__Chênh lệch tỉ giáVND,numeric__Tại ngày31.12.2021VND
Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,Vay ngắn hạn ngân hàng,5.203.169.378.377,11.734.896.504.765,(8.132.778.956.823),25.404.519.400,8.830.691.445.719,5203169378377.0,11734896504765.0,-8132778956823.0,25404519400.0,8830691445719.0
Nợ dài hạn ngân hàng đến hạn trả,Nợ dài hạn ngân hàng đến hạn trả,Nợ dài hạn ngân hàng đến hạn trả,323.046.555.009,256.122.349.918,(337.245.066.735),-,241.923.838.192,323046555009.0,256122349918.0,-337245066735.0,,241923838192.0
,,,5.526.215.933.386,11.991.018.854.683,(8.470.024.023.558),25.404.519.400,9.072.615.283.911,5526215933386.0,11991018854683.0,-8470024023558.0,25404519400.0,9072615283911.0
