row_label_raw,row_label_full,col_0,col_1,2021 > Giá gốc VND,2021 > Giá trị ghi số VND,2020 > Giá gốc VND,2020 > Giá trị ghi số VND,numeric__col_1,numeric__2021 > Giá gốc VND,numeric__2021 > Giá trị ghi số VND,numeric__2020 > Giá gốc VND,numeric__2020 > Giá trị ghi số VND
i.,i.,i.,Ngắn hạn,,,,,,,,,
i.,i. > i.,i.,Tiền gửi ngân hàng có kỳ hạn (*),11.236.439.412.400,11.236.439.412.400,6.606.557.368.342,6.606.557.368.342,,11236439412400.0,11236439412400.0,6606557368342.0,6606557368342.0
i.,i. > i.,i.,Khác,2.000.000.000,2.000.000.000,2.000.000.000,2.000.000.000,,2000000000.0,2000000000.0,2000000000.0,2000000000.0
i.,i. > i.,i.,,11.238.439.412.400,11.238.439.412.400,6.608.557.368.342,6.608.557.368.342,,11238439412400.0,11238439412400.0,6608557368342.0,6608557368342.0
ii.,ii.,ii.,Dài hạn,,,,,,,,,
ii.,ii. > ii.,ii.,Tiền gửi ngân hàng có kỳ hạn,200.000.000,200.000.000,200.000.000,200.000.000,,200000000.0,200000000.0,200000000.0,200000000.0
