row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
16 Tiền thu khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 16 Tiền thu khác từ hoạt động kinh doanh,16 Tiền thu khác từ hoạt động kinh doanh,,380.000.000,273.300.000,,380000000.0,273300000.0
17 Tiền chi khác từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17 Tiền chi khác từ hoạt động kinh doanh,17 Tiền chi khác từ hoạt động kinh doanh,,(188.234.523.914),(170.658.205.766),,-188234523914.0,-170658205766.0
20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,20 Lưu chuyển tiền thuần từ hoạt động kinh doanh,,2.323.981.820.314,2.966.161.064.228,,2323981820314.0,2966161064228.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
"21 Tiền chi để mua sắm, xây dựng TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21 Tiền chi để mua sắm, xây dựng TSCĐ","21 Tiền chi để mua sắm, xây dựng TSCĐ",,(1.317.869.922.328),(1.365.363.912.227),,-1317869922328.0,-1365363912227.0
"22 Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22 Tiền thu từ thanh lý, nhượng bán TSCĐ","22 Tiền thu từ thanh lý, nhượng bán TSCĐ",,972.727.280,2.319.671.825,,972727280.0,2319671825.0
23 Tiền chi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23 Tiền chi cho vay,23 Tiền chi cho vay,,(17.751.319.095.049),(10.670.371.811.940),,-17751319095049.0,-10670371811940.0
24 Tiền thu hồi cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 24 Tiền thu hồi cho vay,24 Tiền thu hồi cho vay,,13.121.437.050.991,8.234.824.616.631,,13121437050991.0,8234824616631.0
"27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia","27 Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,387.107.142.097,318.750.190.603,,387107142097.0,318750190603.0
30 Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30 Lưu chuyển tiền thuần từ hoạt động đầu tư,30 Lưu chuyển tiền thuần từ hoạt động đầu tư,,(5.559.672.097.009),(3.479.841.245.108),,-5559672097009.0,-3479841245108.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
33 Tiền thu đi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33 Tiền thu đi vay,33 Tiền thu đi vay,,12.492.358.508.370,7.470.167.158.464,,12492358508370.0,7470167158464.0
34 Tiền chi trả nợ gốc vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34 Tiền chi trả nợ gốc vay,34 Tiền chi trả nợ gốc vay,,(8.470.024.023.558),(6.075.033.768.164),,-8470024023558.0,-6075033768164.0
"36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu","36 Tiền cổ tức, lợi nhuận đã trả cho chủ sở hữu",,(1.035.376.187.700),(802.773.659.150),,-1035376187700.0,-802773659150.0
40 Lưu chuyển tiền thuần từ hoạt động tài chính,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40 Lưu chuyển tiền thuần từ hoạt động tài chính,40 Lưu chuyển tiền thuần từ hoạt động tài chính,,2.986.958.297.112,592.359.731.150,,2986958297112.0,592359731150.0
50 Lưu chuyển tiền thuần trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50 Lưu chuyển tiền thuần trong năm,50 Lưu chuyển tiền thuần trong năm,,(248.731.979.583),78.679.550.270,,-248731979583.0,78679550270.0
60 Tiền và tương đương tiền đầu năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60 Tiền và tương đương tiền đầu năm,60 Tiền và tương đương tiền đầu năm,3,630.611.012.001,552.339.512.408,3.0,630611012001.0,552339512408.0
61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đốingoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đốingoại tệ,61 Ảnh hưởng của thay đổi tỷ giá hối đoái quy đốingoại tệ,,(6.949.470.491),(408.050.677),,-6949470491.0,-408050677.0
70 Tiền và tương đương tiền cuối năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70 Tiền và tương đương tiền cuối năm,70 Tiền và tương đương tiền cuối năm,3,374.929.561.927,630.611.012.001,3.0,374929561927.0,630611012001.0
