row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,Thuyếtminh,2021VND,2020VND,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,01 Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,,2.394.929.775.787,2.074.035.937.485,,2394929775787.0,2074035937485.0
"02 Khấu hao tài sản cố định (""TSCĐ"")","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02 Khấu hao tài sản cố định (""TSCĐ"")","02 Khấu hao tài sản cố định (""TSCĐ"")",,1.130.395.527.744,1.081.436.910.341,,1130395527744.0,1081436910341.0
03 Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03 Các khoản dự phòng,03 Các khoản dự phòng,,42.764.311.190,113.049.854.079,,42764311190.0,113049854079.0
04 Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04 Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,04 Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiền tệ có gốc ngoại tệ,,32.710.838.843,(2.611.898.395),,32710838843.0,-2611898395.0
05 Lãi từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05 Lãi từ hoạt động đầu tư,05 Lãi từ hoạt động đầu tư,,(451.246.191.542),(338.637.718.835),,-451246191542.0,-338637718835.0
06 Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06 Chi phí lãi vay,06 Chi phí lãi vay,,220.614.607.102,242.652.884.344,,220614607102.0,242652884344.0
08 Lợi nhuận từ hoạt động kinh doanh trước nhữngthay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08 Lợi nhuận từ hoạt động kinh doanh trước nhữngthay đổi vốn lưu động,08 Lợi nhuận từ hoạt động kinh doanh trước nhữngthay đổi vốn lưu động,,3.370.168.869.124,3.169.925.969.019,,3370168869124.0,3169925969019.0
09 Tăng các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09 Tăng các khoản phải thu,09 Tăng các khoản phải thu,,(195.946.306.690),(149.376.419.346),,-195946306690.0,-149376419346.0
10 Tăng hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10 Tăng hàng tồn kho,10 Tăng hàng tồn kho,,(46.681.784.461),(10.604.315.963),,-46681784461.0,-10604315963.0
11 Tăng các khoản phải trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11 Tăng các khoản phải trả,11 Tăng các khoản phải trả,,267.553.912.514,728.391.045.412,,267553912514.0,728391045412.0
12 (Tăng)/giảm chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12 (Tăng)/giảm chi phí trả trước,12 (Tăng)/giảm chi phí trả trước,,(163.800.101.791),58.244.297.363,,-163800101791.0,58244297363.0
14 Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14 Tiền lãi vay đã trả,14 Tiền lãi vay đã trả,,(207.449.283.488),(266.651.533.130),,-207449283488.0,-266651533130.0
15 Thuế TNDN đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15 Thuế TNDN đã nộp,15 Thuế TNDN đã nộp,,(512.008.960.980),(393.383.073.361),,-512008960980.0,-393383073361.0
