row_label_raw,row_label_full,Hàng bán bị trả lại,(48.948.000),(452.590.000),numeric__(48.948.000),numeric__(452.590.000)
Chiết khấu thương mại và các khoản giảm trừ khác,Chiết khấu thương mại và các khoản giảm trừ khác,Chiết khấu thương mại và các khoản giảm trừ khác,(11.668.782.878),(21.204.490.799),-11668782878.0,-21204490799.0
,,,(11.717.730.878),(21.657.080.799),-11717730878.0,-21657080799.0
