row_label_raw,row_label_full,Mãsố,TÀI SẢN,Thuyếtminh,Tại ngày 31 tháng 12 năm > 2021VND,Tại ngày 31 tháng 12 năm > 2020VND(Phân loại lại – Thuyết minh 34),numeric__TÀI SẢN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm > 2021VND,numeric__Tại ngày 31 tháng 12 năm > 2020VND(Phân loại lại – Thuyết minh 34)
100,100,100,TÀI SẢN NGÂN HẠN,,13.672.033.834.001,9.003.838.743.226,,,13672033834001.0,9003838743226.0
110,110,110,Tiền và các khoản tương đương tiền,3,374.929.561.927,630.611.012.001,,3.0,374929561927.0,630611012001.0
111,111,111,Tiền,,101.868.718.688,79.713.237.743,,,101868718688.0,79713237743.0
112,112,112,Các khoản tương đương tiền,,273.060.843.239,550.897.774.258,,,273060843239.0,550897774258.0
120,120,120,Đầu tư tài chính ngắn hạn,,11.238.439.412.400,6.608.557.368.342,,,11238439412400.0,6608557368342.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),11.238.439.412.400,6.608.557.368.342,,,11238439412400.0,6608557368342.0
130,130,130,Các khoản phải thu ngắn hạn,,1.208.969.329.415,1.001.733.911.616,,,1208969329415.0,1001733911616.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,1.391.016.112.013,1.211.786.926.271,,5.0,1391016112013.0,1211786926271.0
132,132,132,Trả trước cho người bán ngắn hạn,,39.888.170.930,22.309.836.111,,,39888170930.0,22309836111.0
136,136,136,Phải thu ngắn hạn khác,6,165.646.293.645,97.343.584.052,,6.0,165646293645.0,97343584052.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,5,(387.581.247.173),(329.706.434.818),,5.0,-387581247173.0,-329706434818.0
140,140,140,Hàng tồn kho,7,689.688.421.234,627.896.135.608,,7.0,689688421234.0,627896135608.0
141,141,141,Hàng tồn kho,,744.295.562.176,697.613.777.715,,,744295562176.0,697613777715.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(54.607.140.942),(69.717.642.107),,,-54607140942.0,-69717642107.0
150,150,150,Tài sản ngắn hạn khác,,160.007.109.025,135.040.315.659,,,160007109025.0,135040315659.0
151,151,151,Chi phí trả trước ngắn hạn,8(a),127.113.764.629,97.707.023.256,,,127113764629.0,97707023256.0
152,152,152,Thuế Giá trị Gia tăng (“GTGT”) được khấu trừ,,23.231.959.636,27.731.020.501,,,23231959636.0,27731020501.0
153,153,153,Thuế và các khoản phải thu Nhà nước,13(a),9.661.384.760,9.602.271.902,,,9661384760.0,9602271902.0
200,200,200,TÀI SẢN DÀI HẠN,,7.377.374.332.375,7.077.130.235.654,,,7377374332375.0,7077130235654.0
210,210,210,Các khoản phải thu dài hạn,,34.079.359.935,31.521.714.902,,,34079359935.0,31521714902.0
216,216,216,Phải thu dài hạn khác,,36.436.051.116,33.878.406.083,,,36436051116.0,33878406083.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,,(2.356.691.181),(2.356.691.181),,,-2356691181.0,-2356691181.0
220,220,220,Tài sản cố định,,4.907.968.495.872,4.894.107.754.939,,,4907968495872.0,4894107754939.0
221,221,221,Tài sản cố định hữu hình,9(a),4.295.483.183.177,4.304.552.110.817,,,4295483183177.0,4304552110817.0
222,222,222,Nguyên giá,,9.511.150.236.538,8.728.731.666.004,,,9511150236538.0,8728731666004.0
223,223,223,Giá trị khấu hao lũy kế,,(5.215.667.053.361),(4.424.179.555.187),,,-5215667053361.0,-4424179555187.0
227,227,227,Tài sản cố định vô hình,9(b),612.485.312.695,589.555.644.122,,,612485312695.0,589555644122.0
228,228,228,Nguyên giá,,1.017.829.221.521,919.170.220.951,,,1017829221521.0,919170220951.0
229,229,229,Giá trị hao mòn lũy kế,,(405.343.908.826),(329.614.576.829),,,-405343908826.0,-329614576829.0
240,240,240,Tài sản dở dang dài hạn,,480.691.804.821,307.445.010.561,,,480691804821.0,307445010561.0
242,242,242,Chỉ phí xây dựng cơ bản dở dang,10,480.691.804.821,307.445.010.561,,10.0,480691804821.0,307445010561.0
250,250,250,Đầu tư tài chính dài hạn,,6.200.000.000,6.200.000.000,,,6200000000.0,6200000000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(b),9.684.980.000,9.684.980.000,,,9684980000.0,9684980000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,4(b),(3.684.980.000),(3.684.980.000),,,-3684980000.0,-3684980000.0
255,255,255,Đầu tư nằm giữ đến ngày đáo hạn,4(a),200.000.000,200.000.000,,,200000000.0,200000000.0
260,260,260,Tài sản dài hạn khác,,1.948.434.671.747,1.837.855.755.252,,,1948434671747.0,1837855755252.0
261,261,261,Chỉ phí trả trước dài hạn,8(b),1.942.729.120.740,1.808.335.760.322,,,1942729120740.0,1808335760322.0
262,262,262,Tài sản thuế thu nhập hoãn lại,11,5.705.551.007,29.519.994.930,,11.0,5705551007.0,29519994930.0
270,270,270,TỔNG TÀI SẢN,,21.049.408.166.376,16.080.968.978.880,,,21049408166376.0,16080968978880.0
