row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
,,,,"Lãi tiền gửi, cho vay",445.640.323.653,,,445640323653.0
,,,,Lãi chênh lệch tỷ giá,45.564.885.276,,,45564885276.0
,,,,Cổ tức nhận được từ đầu tư vào các đơn vị khác,5.000.000.000,,,5000000000.0
,,,,,496.205.208.929,,,496205208929.0
25,25,25,CHI PHÍ TÀI CHÍNH,,,,,
25,25,25,CHI PHÍ TÀI CHÍNH,2021VND,2020VND,,,
25,25 > 25,25,Chi phí lãi vay,220.614.607.102,242.652.884.344,,220614607102.0,242652884344.0
25,25 > 25,25,Lỗ chênh lệch tỷ giá,80.130.120.002,13.018.544.628,,80130120002.0,13018544628.0
25,25 > 25,25,,300.744.727.104,255.671.428.972,,300744727104.0,255671428972.0
26,26,26,CHI PHÍ BÁN HÀNG,,,,,
26,26,26,CHI PHÍ BÁN HÀNG,2021VND,2020VND,,,
26,26 > 26,26,Chi phí nhân viên,1.485.799.317.670,1.326.991.186.167,,1485799317670.0,1326991186167.0
26,26 > 26,26,"Quảng cáo, tiếp thị",284.046.612.522,292.197.483.450,,284046612522.0,292197483450.0
26,26 > 26,26,Khác,114.693.268.311,90.706.562.924,,114693268311.0,90706562924.0
26,26 > 26,26,,1.884.539.198.503,1.709.895.232.541,,1884539198503.0,1709895232541.0
27,27,27,CHI PHÍ QUÀN LÝ DOANH NGHIỆP,,,,,
27,27,27,CHI PHÍ QUÀN LÝ DOANH NGHIỆP,2021VND,2020VND,,,
27,27 > 27,27,Chi phí nhân viên,1.482.404.386.717,1.214.189.660.144,,1482404386717.0,1214189660144.0
27,27 > 27,27,Khác (*),527.443.895.414,639.512.048.529,,527443895414.0,639512048529.0
27,27 > 27,27,,2.009.848.282.131,1.853.701.708.673,,2009848282131.0,1853701708673.0
