row_label_raw,row_label_full,Ông Hoàng Nam Tiến,Chủ tịch,numeric__Chủ tịch
Bà Chu Thị Thanh Hà,Bà Chu Thị Thanh Hà,Bà Chu Thị Thanh Hà,Thành viên,
Ông Trương Gia Bình,Ông Trương Gia Bình,Ông Trương Gia Bình,Thành viên,
Ông Nguyễn Văn Khoa,Ông Nguyễn Văn Khoa,Ông Nguyễn Văn Khoa,Thành viên,
Ông Phạm Công Minh,Ông Phạm Công Minh,Ông Phạm Công Minh,Thành viên,
Bà Lê Ngọc Diệp,Bà Lê Ngọc Diệp,Bà Lê Ngọc Diệp,Thành viên,
