row_label_raw,row_label_full,(a),Ngắn hạn,col_2,col_3,numeric__Ngắn hạn,numeric__col_2,numeric__col_3
(a),(a),(a),Ngắn hạn,2021VND,2020VND,,,
(a),(a) > (a),(a),Tiền trả trước của khách hàng cho dịch vụ viễn thông,1.377.808.677.041,1.212.664.763.295,,1377808677041.0,1212664763295.0
(a),(a) > (a),(a),Khác,2.660.804.088,1.772.803.996,,2660804088.0,1772803996.0
(a),(a) > (a),(a),,1.380.469.481.129,1.214.437.567.291,,1380469481129.0,1214437567291.0
(b),(b),(b),Dài hạn,,,,,
(b),(b),(b),Dài hạn,2021VND,2020VND,,,
(b),(b) > (b),(b),Tiền trả trước của khách hàng cho dịch vụ viễn thông,7.633.889.103,6.064.949.466,,7633889103.0,6064949466.0
(b),(b) > (b),(b),Khác,33.240.076.552,35.012.880.664,,33240076552.0,35012880664.0
(b),(b) > (b),(b),,40.873.965.655,41.077.830.130,,40873965655.0,41077830130.0
16,16,16,PHẢI TRẢ NGẮN HẠN KHÁC,,,,,
16,16,16,PHẢI TRẢ NGẮN HẠN KHÁC,2021VND,2020VND,,,
16,16 > 16,16,Bên liên quan (Thuyết minh 31(b)),2.020.158.874,548.760.756.133,,2020158874.0,548760756133.0
16,16 > 16,16,"Ký quỹ, ký cược",106.537.314.764,110.599.605.664,,106537314764.0,110599605664.0
16,16 > 16,16,Các khoản trích theo lương,14.741.594.677,18.681.827.091,,14741594677.0,18681827091.0
16,16 > 16,16,Khác,78.835.638.223,70.772.120.209,,78835638223.0,70772120209.0
16,16 > 16,16,,202.134.706.538,748.814.309.097,,202134706538.0,748814309097.0
