row_label_raw,row_label_full,col_0,col_1,2021VND,2020VND,numeric__col_1,numeric__2021VND,numeric__2020VND
ii),ii),ii),"Mua TSCĐ, hàng hóa và dịch vụ","Mua TSCĐ, hàng hóa và dịch vụ","Mua TSCĐ, hàng hóa và dịch vụ",,,
ii),ii) > ii),ii),Công ty TNHH Phân phối Synnex FPT,414.292.529.096,235.231.604.496,,414292529096.0,235231604496.0
ii),ii) > ii),ii),Công ty TNHH Hệ thống thông tin FPT,298.976.810.256,247.546.512.820,,298976810256.0,247546512820.0
ii),ii) > ii),ii),Công ty Cổ phần FPT,93.156.534.164,70.739.587.309,,93156534164.0,70739587309.0
ii),ii) > ii),ii),Công ty TNHH FPT Smart Cloud,34.536.527.594,105.912.480,,34536527594.0,105912480.0
ii),ii) > ii),ii),Công ty Cổ phần Bán lẻ Kỹ thuật số FPT,17.766.891.283,6.197.390.745,,17766891283.0,6197390745.0
ii),ii) > ii),ii),Công ty TNHH Phần mềm FPT,5.205.549.690,1.517.737.446,,5205549690.0,1517737446.0
ii),ii) > ii),ii),Các công ty khác,62.226.130,190.909.091,,62226130.0,190909091.0
ii),ii) > ii),ii),,863.997.068.213,561.529.654.387,,863997068213.0,561529654387.0
iii),iii),iii),Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,,,
iii),iii) > iii),iii),Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước – Công ty TNHH,274.570.030.000,124.804.560.000,,274570030000.0,124804560000.0
iii),iii) > iii),iii),Công ty Cổ phần FPT,249.845.760.000,113.566.250.000,,249845760000.0,113566250000.0
iii),iii) > iii),iii),Các cổ đông khác,22.815.130.000,10.368.960.000,,22815130000.0,10368960000.0
iii),iii) > iii),iii),,547.230.920.000,248.739.770.000,,547230920000.0,248739770000.0
iv),iv),iv),Chia cổ tức bằng tiền,Chia cổ tức bằng tiền,Chia cổ tức bằng tiền,,,
iv),iv) > iv),iv),Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước – Công ty TNHH,164.742.021.000,661.464.178.000,,164742021000.0,661464178000.0
iv),iv) > iv),iv),Công ty Cổ phần FPT,237.801.258.000,619.479.920.000,,237801258000.0,619479920000.0
iv),iv) > iv),iv),Các cổ đông khác,13.690.059.000,54.643.558.600,,13690059000.0,54643558600.0
iv),iv) > iv),iv),,416.233.338.000,1.335.587.656.600,,416233338000.0,1335587656600.0
v),v),v),Nhận cổ tức bằng tiền,Nhận cổ tức bằng tiền,Nhận cổ tức bằng tiền,,,
v),v) > v),v),Công ty Cổ phần Quản lý quỹ đầu tư FPT,5.000.000.000,-,,5000000000.0,
