row_label_raw,row_label_full,Mãsố,NGUỒN VỐN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__NGUỒN VỐN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,NGUỒN VỐN,Thuyếtminh,2021VND,2020VND,,,,
300,Mãsố > 300,300,NỘ PHẢI TRÀ,,14.760.409.865.663,11.002.713.268.170,,,14760409865663.0,11002713268170.0
310,Mãsố > 310,310,Nợ ngắn hạn,,13.967.863.132.318,10.717.108.629.107,,,13967863132318.0,10717108629107.0
311,Mãsố > 311,311,Phải trả người bán ngắn hạn,12,1.380.314.651.103,1.578.425.733.601,,12.0,1380314651103.0,1578425733601.0
312,Mãsố > 312,312,Người mua trả tiền trước ngắn hạn,,130.988.516.301,57.038.514.738,,,130988516301.0,57038514738.0
313,Mãsố > 313,313,Thuế và các khoản phải nộp Nhà nước,13(b),143.764.261.715,186.570.606.451,,,143764261715.0,186570606451.0
314,Mãsố > 314,314,Phải trả người lao động,,1.166.920.110.832,877.963.926.497,,,1166920110832.0,877963926497.0
315,Mãsố > 315,315,Chi phí phải trả ngắn hạn,14,202.368.757.000,263.903.307.947,,14.0,202368757000.0,263903307947.0
318,Mãsố > 318,318,Doanh thu chưa thực hiện ngắn hạn,15(a),1.380.469.481.129,1.214.437.567.291,,,1380469481129.0,1214437567291.0
319,Mãsố > 319,319,Phải trả ngắn hạn khác,16,202.134.706.538,748.814.309.097,,16.0,202134706538.0,748814309097.0
320,Mãsố > 320,320,Vay ngắn hạn,17(a),9.072.615.283.911,5.526.215.933.386,,,9072615283911.0,5526215933386.0
322,Mãsố > 322,322,"Quỹ khen thưởng, phúc lợi",,288.287.363.789,263.738.730.099,,,288287363789.0,263738730099.0
330,Mãsố > 330,330,Nợ dài hạn,,792.546.733.345,285.604.639.063,,,792546733345.0,285604639063.0
336,Mãsố > 336,336,Doanh thu chưa thực hiện dài hạn,15(b),40.873.965.655,41.077.830.130,,,40873965655.0,41077830130.0
337,Mãsố > 337,337,Phải trả dài hạn khác,,6.989.289.928,1.193.233.334,,,6989289928.0,1193233334.0
338,Mãsố > 338,338,Vay dài hạn,17(b),744.673.229.286,243.333.575.599,,,744673229286.0,243333575599.0
341,Mãsố > 341,341,Thuế thu nhập hoãn lại phải trả,11,10.248.476,-,,11.0,10248476.0,
400,Mãsố > 400,400,VỐN CHỦ SỞ HỮU,,6.288.998.300.713,5.078.255.710.710,,,6288998300713.0,5078255710710.0
410,Mãsố > 410,410,Vốn chủ sở hữu,"18,19",6.288.998.300.713,5.078.255.710.710,,18.19,6288998300713.0,5078255710710.0
411,Mãsố > 411,411,Vốn góp của chủ sở hữu,,3.283.695.530.000,2.736.464.610.000,,,3283695530000.0,2736464610000.0
411a,Mãsố > 411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.283.695.530.000,2.736.464.610.000,,,3283695530000.0,2736464610000.0
412,Mãsố > 412,412,Thặng dư vốn cổ phần,19,20.462.758.273,20.462.758.273,,19.0,20462758273.0,20462758273.0
414,Mãsố > 414,414,Vốn khác của chủ sở hữu,19,55.391.600.000,55.391.600.000,,19.0,55391600000.0,55391600000.0
415,Mãsố > 415,415,Cổ phiếu quỹ,19,(300.150.000),(300.150.000),,19.0,-300150000.0,-300150000.0
418,Mãsố > 418,418,Quỹ đầu tư phát triển,19,824.773.364.467,824.773.364.467,,19.0,824773364467.0,824773364467.0
421,Mãsố > 421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",19,1.821.722.332.329,1.082.212.906.804,,19.0,1821722332329.0,1082212906804.0
421a,Mãsố > 421a,421a,- LNST chưa phân phối của các năm trước,,532.918.986.128,714.929.657.820,,,532918986128.0,714929657820.0
421b,Mãsố > 421b,421b,- LNST chưa phân phối của năm nay,,1.288.803.346.201,367.283.248.984,,,1288803346201.0,367283248984.0
429,Mãsố > 429,429,Lợi ích của cổ đông không kiểm soát,19,283.252.865.644,359.250.621.166,,19.0,283252865644.0,359250621166.0
440,Mãsố > 440,440,TỔNG NGUỒN VỐN,,21.049.408.166.376,16.080.968.978.880,,,21049408166376.0,16080968978880.0
